 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Uranium in Aluminum.txt

 Ion = Uranium [92] , Mass = 232 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.533E-01  5.858E+00     106 A        26 A        18 A   
  11.00 keV   7.901E-01  6.100E+00     111 A        27 A        19 A   
  12.00 keV   8.252E-01  6.326E+00     116 A        28 A        20 A   
  13.00 keV   8.589E-01  6.538E+00     120 A        29 A        21 A   
  14.00 keV   8.913E-01  6.737E+00     125 A        30 A        22 A   
  15.00 keV   9.226E-01  6.926E+00     129 A        31 A        22 A   
  16.00 keV   9.529E-01  7.105E+00     133 A        31 A        23 A   
  17.00 keV   9.822E-01  7.275E+00     137 A        32 A        24 A   
  18.00 keV   1.011E+00  7.437E+00     141 A        33 A        24 A   
  20.00 keV   1.065E+00  7.741E+00     149 A        35 A        25 A   
  22.50 keV   1.130E+00  8.085E+00     159 A        36 A        27 A   
  25.00 keV   1.191E+00  8.398E+00     167 A        38 A        28 A   
  27.50 keV   1.249E+00  8.685E+00     176 A        40 A        30 A   
  30.00 keV   1.305E+00  8.949E+00     184 A        41 A        31 A   
  32.50 keV   1.358E+00  9.194E+00     193 A        43 A        32 A   
  35.00 keV   1.409E+00  9.421E+00     201 A        44 A        34 A   
  37.50 keV   1.459E+00  9.634E+00     208 A        46 A        35 A   
  40.00 keV   1.507E+00  9.833E+00     216 A        47 A        36 A   
  45.00 keV   1.598E+00  1.020E+01     231 A        50 A        38 A   
  50.00 keV   1.684E+00  1.052E+01     245 A        52 A        40 A   
