 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Actinium in Aluminum.txt

 Ion = Actinium [89] , Mass = 230 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.688E-01  5.799E+00     108 A        26 A        19 A   
  11.00 keV   7.015E-01  6.037E+00     113 A        27 A        20 A   
  12.00 keV   7.327E-01  6.259E+00     118 A        28 A        21 A   
  13.00 keV   7.626E-01  6.467E+00     122 A        29 A        21 A   
  14.00 keV   7.914E-01  6.663E+00     127 A        30 A        22 A   
  15.00 keV   8.191E-01  6.848E+00     131 A        31 A        23 A   
  16.00 keV   8.460E-01  7.023E+00     136 A        32 A        24 A   
  17.00 keV   8.721E-01  7.190E+00     140 A        33 A        24 A   
  18.00 keV   8.973E-01  7.348E+00     144 A        34 A        25 A   
  20.00 keV   9.459E-01  7.645E+00     152 A        35 A        26 A   
  22.50 keV   1.003E+00  7.982E+00     161 A        37 A        28 A   
  25.00 keV   1.058E+00  8.288E+00     171 A        39 A        29 A   
  27.50 keV   1.109E+00  8.567E+00     179 A        41 A        31 A   
  30.00 keV   1.158E+00  8.825E+00     188 A        42 A        32 A   
  32.50 keV   1.206E+00  9.063E+00     196 A        44 A        33 A   
  35.00 keV   1.251E+00  9.285E+00     205 A        45 A        35 A   
  37.50 keV   1.295E+00  9.491E+00     212 A        47 A        36 A   
  40.00 keV   1.338E+00  9.685E+00     220 A        48 A        37 A   
  45.00 keV   1.419E+00  1.004E+01     235 A        51 A        39 A   
  50.00 keV   1.496E+00  1.036E+01     250 A        54 A        42 A   
