 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 29, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\109In_CD2.txt

 Ion = Indium [49] , Mass = 109 amu

 Target Density =  9.3000E-01 g/cm3 = 1.0494E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  80.00 MeV   7.114E+01  3.538E-01   22.12 um     6510 A      6459 A   
  90.00 MeV   7.362E+01  3.213E-01   23.60 um     6854 A      6545 A   
 100.00 MeV   7.565E+01  2.947E-01   25.04 um     7161 A      6621 A   
 110.00 MeV   7.730E+01  2.724E-01   26.44 um     7442 A      6690 A   
 120.00 MeV   7.864E+01  2.535E-01   27.81 um     7702 A      6753 A   
 130.00 MeV   7.973E+01  2.372E-01   29.16 um     7945 A      6811 A   
 140.00 MeV   8.061E+01  2.230E-01   30.50 um     8176 A      6865 A   
 150.00 MeV   8.132E+01  2.106E-01   31.82 um     8395 A      6916 A   
 160.00 MeV   8.187E+01  1.995E-01   33.14 um     8606 A      6965 A   
 170.00 MeV   8.230E+01  1.896E-01   34.45 um     8809 A      7011 A   
 180.00 MeV   8.263E+01  1.808E-01   35.75 um     9005 A      7055 A   
 200.00 MeV   8.302E+01  1.654E-01   38.34 um     9733 A      7139 A   
 225.00 MeV   8.377E+01  1.498E-01   41.55 um     1.08 um     7236 A   
 250.00 MeV   8.514E+01  1.370E-01   44.73 um     1.17 um     7326 A   
 275.00 MeV   8.514E+01  1.263E-01   47.88 um     1.25 um     7411 A   
 300.00 MeV   8.466E+01  1.173E-01   51.04 um     1.33 um     7492 A   
 325.00 MeV   8.413E+01  1.096E-01   54.22 um     1.40 um     7570 A   
 350.00 MeV   8.355E+01  1.029E-01   57.43 um     1.47 um     7646 A   
 375.00 MeV   8.295E+01  9.696E-02   60.65 um     1.54 um     7720 A   
 400.00 MeV   8.233E+01  9.174E-02   63.90 um     1.61 um     7793 A   
 450.00 MeV   8.103E+01  8.291E-02   70.48 um     1.86 um     7936 A   
 500.00 MeV   7.970E+01  7.571E-02   77.16 um     2.09 um     8075 A   
 550.00 MeV   7.835E+01  6.973E-02   83.96 um     2.30 um     8213 A   
 600.00 MeV   7.699E+01  6.467E-02   90.88 um     2.50 um     8351 A   
 650.00 MeV   7.563E+01  6.033E-02   97.92 um     2.69 um     8488 A   
 700.00 MeV   7.428E+01  5.657E-02  105.09 um     2.88 um     8626 A   
 800.00 MeV   7.163E+01  5.037E-02  119.82 um     3.55 um     8904 A   
 900.00 MeV   6.905E+01  4.545E-02  135.10 um     4.16 um     9188 A   
   1.00 GeV   6.656E+01  4.145E-02  150.96 um     4.73 um     9481 A   
   1.10 GeV   6.417E+01  3.813E-02  167.41 um     5.27 um     9782 A   
   1.20 GeV   6.189E+01  3.533E-02  184.46 um     5.80 um     1.01 um  
   1.30 GeV   5.972E+01  3.293E-02  202.14 um     6.31 um     1.04 um  
   1.40 GeV   5.767E+01  3.085E-02  220.46 um     6.83 um     1.08 um  
   1.50 GeV   5.572E+01  2.903E-02  239.43 um     7.33 um     1.11 um  
   1.60 GeV   5.388E+01  2.743E-02  259.05 um     7.84 um     1.15 um  
   1.70 GeV   5.214E+01  2.600E-02  279.33 um     8.35 um     1.18 um  
   1.80 GeV   5.050E+01  2.472E-02  300.28 um     8.86 um     1.22 um  
   2.00 GeV   4.750E+01  2.252E-02  344.18 um    10.82 um     1.31 um  
   2.25 GeV   4.423E+01  2.029E-02  402.83 um    13.64 um     1.42 um  
   2.50 GeV   4.142E+01  1.848E-02  465.63 um    16.28 um     1.54 um  
   2.75 GeV   3.901E+01  1.698E-02  532.50 um    18.83 um     1.67 um  
   3.00 GeV   3.693E+01  1.571E-02  603.33 um    21.33 um     1.80 um  
   3.25 GeV   3.514E+01  1.463E-02  677.95 um    23.80 um     1.95 um  
   3.50 GeV   3.354E+01  1.369E-02  756.26 um    26.25 um     2.10 um  
   3.75 GeV   3.209E+01  1.288E-02  838.19 um    28.70 um     2.26 um  
   4.00 GeV   3.078E+01  1.216E-02  923.73 um    31.14 um     2.43 um  
   4.50 GeV   2.849E+01  1.094E-02    1.11 mm    40.37 um     2.79 um  
   5.00 GeV   2.655E+01  9.954E-03    1.30 mm    48.94 um     3.17 um  
   5.50 GeV   2.490E+01  9.139E-03    1.51 mm    57.19 um     3.58 um  
   6.00 GeV   2.347E+01  8.452E-03    1.73 mm    65.27 um     4.01 um  
   6.50 GeV   2.222E+01  7.865E-03    1.97 mm    73.28 um     4.47 um  
   7.00 GeV   2.112E+01  7.358E-03    2.22 mm    81.26 um     4.95 um  
   8.00 GeV   1.926E+01  6.524E-03    2.75 mm   110.88 um     5.97 um  
   9.00 GeV   1.776E+01  5.867E-03    3.33 mm   138.06 um     7.08 um  
