 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\144Xe_CD2.txt

 Ion = Xenon [54] , Mass = 144 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.562E-01  7.094E+00     249 A        41 A        31 A   
  11.00 keV   7.931E-01  7.318E+00     262 A        43 A        33 A   
  12.00 keV   8.284E-01  7.523E+00     275 A        45 A        34 A   
  13.00 keV   8.622E-01  7.713E+00     287 A        46 A        35 A   
  14.00 keV   8.948E-01  7.888E+00     299 A        48 A        37 A   
  15.00 keV   9.262E-01  8.051E+00     311 A        50 A        38 A   
  16.00 keV   9.565E-01  8.203E+00     323 A        51 A        40 A   
  17.00 keV   9.860E-01  8.346E+00     334 A        53 A        41 A   
  18.00 keV   1.015E+00  8.479E+00     346 A        54 A        42 A   
  20.00 keV   1.069E+00  8.724E+00     368 A        57 A        45 A   
  22.50 keV   1.134E+00  8.995E+00     394 A        60 A        48 A   
  25.00 keV   1.196E+00  9.233E+00     420 A        63 A        51 A   
  27.50 keV   1.254E+00  9.444E+00     445 A        67 A        53 A   
  30.00 keV   1.310E+00  9.633E+00     470 A        69 A        56 A   
  32.50 keV   1.363E+00  9.803E+00     494 A        72 A        59 A   
  35.00 keV   1.415E+00  9.957E+00     518 A        75 A        61 A   
  37.50 keV   1.464E+00  1.010E+01     541 A        78 A        64 A   
  40.00 keV   1.512E+00  1.022E+01     564 A        81 A        66 A   
  45.00 keV   1.604E+00  1.045E+01     609 A        86 A        71 A   
