 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Uranium in Silicon.txt

 Ion = Uranium [92] , Mass = 232 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   6.917E-01  5.880E+00     124 A        31 A        22 A   
  11.00 keV   7.255E-01  6.125E+00     130 A        32 A        23 A   
  12.00 keV   7.578E-01  6.353E+00     135 A        33 A        24 A   
  13.00 keV   7.887E-01  6.568E+00     141 A        35 A        25 A   
  14.00 keV   8.185E-01  6.770E+00     146 A        36 A        26 A   
  15.00 keV   8.472E-01  6.962E+00     151 A        37 A        27 A   
  16.00 keV   8.750E-01  7.143E+00     156 A        38 A        28 A   
  17.00 keV   9.019E-01  7.316E+00     161 A        39 A        28 A   
  18.00 keV   9.281E-01  7.480E+00     165 A        40 A        29 A   
  20.00 keV   9.783E-01  7.788E+00     174 A        41 A        31 A   
  22.50 keV   1.038E+00  8.139E+00     185 A        44 A        32 A   
  25.00 keV   1.094E+00  8.457E+00     196 A        46 A        34 A   
  27.50 keV   1.147E+00  8.749E+00     206 A        48 A        36 A   
  30.00 keV   1.198E+00  9.018E+00     215 A        50 A        37 A   
  32.50 keV   1.247E+00  9.268E+00     225 A        51 A        39 A   
  35.00 keV   1.294E+00  9.500E+00     234 A        53 A        40 A   
  37.50 keV   1.340E+00  9.717E+00     243 A        55 A        42 A   
  40.00 keV   1.383E+00  9.921E+00     252 A        56 A        43 A   
  45.00 keV   1.467E+00  1.029E+01     269 A        60 A        46 A   
  50.00 keV   1.547E+00  1.063E+01     285 A        63 A        48 A   
