 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\3H_CD2.txt

 Ion = Hydrogen [1] , Mass = 3 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.00 MeV   1.791E-01  1.118E-04  189.28 um     7.56 um     3.17 um  
   5.50 MeV   1.669E-01  1.026E-04  221.39 um     8.86 um     3.66 um  
   6.00 MeV   1.563E-01  9.494E-05  255.78 um    10.15 um     4.17 um  
   6.50 MeV   1.470E-01  8.836E-05  292.41 um    11.44 um     4.72 um  
   7.00 MeV   1.389E-01  8.268E-05  331.26 um    12.74 um     5.29 um  
   8.00 MeV   1.252E-01  7.333E-05  415.50 um    17.53 um     6.53 um  
   9.00 MeV   1.142E-01  6.595E-05  508.40 um    21.99 um     7.89 um  
  10.00 MeV   1.051E-01  5.998E-05  609.79 um    26.35 um     9.35 um  
  11.00 MeV   9.746E-02  5.504E-05  719.53 um    30.69 um    10.93 um  
  12.00 MeV   9.096E-02  5.088E-05  837.48 um    35.04 um    12.62 um  
  13.00 MeV   8.534E-02  4.733E-05  963.52 um    39.44 um    14.42 um  
  14.00 MeV   8.044E-02  4.426E-05    1.10 mm    43.89 um    16.32 um  
  15.00 MeV   7.612E-02  4.158E-05    1.24 mm    48.40 um    18.33 um  
  16.00 MeV   7.228E-02  3.922E-05    1.39 mm    52.98 um    20.44 um  
  17.00 MeV   6.884E-02  3.713E-05    1.55 mm    57.63 um    22.65 um  
  18.00 MeV   6.574E-02  3.525E-05    1.71 mm    62.35 um    24.97 um  
  20.00 MeV   6.038E-02  3.204E-05    2.06 mm    80.16 um    29.89 um  
  22.50 MeV   5.488E-02  2.879E-05    2.55 mm   105.66 um    36.60 um  
  25.00 MeV   5.038E-02  2.616E-05    3.07 mm   129.82 um    43.90 um  
  27.50 MeV   4.661E-02  2.398E-05    3.65 mm   153.49 um    51.78 um  
  30.00 MeV   4.341E-02  2.216E-05    4.26 mm   177.07 um    60.24 um  
  32.50 MeV   4.066E-02  2.060E-05    4.93 mm   200.75 um    69.26 um  
  35.00 MeV   3.827E-02  1.925E-05    5.63 mm   224.65 um    78.83 um  
  37.50 MeV   3.616E-02  1.808E-05    6.38 mm   248.83 um    88.96 um  
  40.00 MeV   3.430E-02  1.704E-05    7.16 mm   273.33 um    99.61 um  
  45.00 MeV   3.113E-02  1.530E-05    8.86 mm   365.25 um   122.53 um  
  50.00 MeV   2.855E-02  1.390E-05   10.73 mm   451.67 um   147.52 um  
  55.00 MeV   2.640E-02  1.273E-05   12.75 mm   536.08 um   174.53 um  
  60.00 MeV   2.457E-02  1.176E-05   14.93 mm   619.98 um   203.54 um  
  65.00 MeV   2.301E-02  1.093E-05   17.27 mm   704.13 um   234.49 um  
  70.00 MeV   2.165E-02  1.021E-05   19.75 mm   788.94 um   267.35 um  
  80.00 MeV   1.940E-02  9.031E-06   25.17 mm     1.10 mm   338.70 um  
  90.00 MeV   1.762E-02  8.105E-06   31.18 mm     1.40 mm   417.32 um  
 100.00 MeV   1.617E-02  7.356E-06   37.76 mm     1.68 mm   503.01 um  
 110.00 MeV   1.496E-02  6.738E-06   44.91 mm     1.97 mm   595.56 um  
 120.00 MeV   1.394E-02  6.220E-06   52.60 mm     2.25 mm   694.80 um  
 130.00 MeV   1.307E-02  5.777E-06   60.83 mm     2.54 mm   800.54 um  
 140.00 MeV   1.231E-02  5.396E-06   69.58 mm     2.83 mm   912.64 um  
 150.00 MeV   1.165E-02  5.063E-06   78.86 mm     3.13 mm     1.03 mm  
 160.00 MeV   1.106E-02  4.771E-06   88.65 mm     3.42 mm     1.16 mm  
 170.00 MeV   1.054E-02  4.511E-06   98.93 mm     3.73 mm     1.29 mm  
 180.00 MeV   1.007E-02  4.279E-06  109.71 mm     4.03 mm     1.42 mm  
 200.00 MeV   9.272E-03  3.882E-06  132.70 mm     5.19 mm     1.71 mm  
 225.00 MeV   8.458E-03  3.482E-06  164.06 mm     6.85 mm     2.10 mm  
