 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\134Xe_CD2.txt

 Ion = Xenon [54] , Mass = 134 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.839E-01  7.222E+00     241 A        41 A        31 A   
  11.00 keV   8.222E-01  7.446E+00     254 A        43 A        33 A   
  12.00 keV   8.587E-01  7.650E+00     266 A        45 A        34 A   
  13.00 keV   8.938E-01  7.839E+00     279 A        46 A        36 A   
  14.00 keV   9.275E-01  8.013E+00     291 A        48 A        37 A   
  15.00 keV   9.601E-01  8.175E+00     302 A        49 A        38 A   
  16.00 keV   9.916E-01  8.326E+00     314 A        51 A        40 A   
  17.00 keV   1.022E+00  8.467E+00     325 A        52 A        41 A   
  18.00 keV   1.052E+00  8.600E+00     336 A        54 A        42 A   
  20.00 keV   1.109E+00  8.842E+00     358 A        57 A        45 A   
  22.50 keV   1.176E+00  9.109E+00     384 A        60 A        48 A   
  25.00 keV   1.239E+00  9.343E+00     409 A        63 A        51 A   
  27.50 keV   1.300E+00  9.550E+00     434 A        67 A        54 A   
  30.00 keV   1.358E+00  9.735E+00     458 A        70 A        56 A   
  32.50 keV   1.413E+00  9.901E+00     482 A        72 A        59 A   
  35.00 keV   1.467E+00  1.005E+01     505 A        75 A        62 A   
  37.50 keV   1.518E+00  1.019E+01     528 A        78 A        64 A   
  40.00 keV   1.568E+00  1.031E+01     550 A        81 A        67 A   
  45.00 keV   1.663E+00  1.053E+01     595 A        86 A        72 A   
