 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\136Xe_tTi.txt

 Ion = Xenon [54] , Mass = 136 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.727E-01  4.147E+00     141 A        54 A        40 A   
  11.00 keV   2.860E-01  4.285E+00     149 A        56 A        42 A   
  12.00 keV   2.987E-01  4.411E+00     156 A        59 A        44 A   
  13.00 keV   3.109E-01  4.528E+00     163 A        61 A        46 A   
  14.00 keV   3.226E-01  4.637E+00     170 A        63 A        47 A   
  15.00 keV   3.340E-01  4.738E+00     177 A        66 A        49 A   
  16.00 keV   3.449E-01  4.833E+00     184 A        68 A        51 A   
  17.00 keV   3.555E-01  4.923E+00     191 A        70 A        52 A   
  18.00 keV   3.658E-01  5.007E+00     197 A        72 A        54 A   
  20.00 keV   3.856E-01  5.161E+00     210 A        76 A        57 A   
  22.50 keV   4.090E-01  5.332E+00     226 A        81 A        61 A   
  25.00 keV   4.311E-01  5.484E+00     241 A        85 A        64 A   
  27.50 keV   4.522E-01  5.620E+00     256 A        89 A        68 A   
  30.00 keV   4.723E-01  5.742E+00     270 A        94 A        71 A   
  32.50 keV   4.916E-01  5.853E+00     284 A        98 A        75 A   
  35.00 keV   5.101E-01  5.954E+00     298 A       102 A        78 A   
  37.50 keV   5.280E-01  6.046E+00     312 A       106 A        81 A   
  40.00 keV   5.453E-01  6.130E+00     325 A       110 A        84 A   
  45.00 keV   5.784E-01  6.281E+00     352 A       117 A        90 A   
