 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 17, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\2H_Al.txt.txt

 Ion = Hydrogen [1] , Mass = 2 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
999.999 eV    6.704E-02  1.971E-02     176 A       173 A       133 A   
   1.10 keV   7.031E-02  1.938E-02     193 A       185 A       142 A   
   1.20 keV   7.344E-02  1.904E-02     209 A       196 A       151 A   
   1.30 keV   7.644E-02  1.871E-02     226 A       207 A       160 A   
   1.40 keV   7.932E-02  1.839E-02     243 A       218 A       169 A   
   1.50 keV   8.211E-02  1.808E-02     259 A       228 A       177 A   
   1.60 keV   8.480E-02  1.778E-02     276 A       238 A       186 A   
   1.70 keV   8.741E-02  1.748E-02     292 A       248 A       194 A   
   1.80 keV   8.994E-02  1.720E-02     309 A       257 A       202 A   
   2.00 keV   9.481E-02  1.666E-02     342 A       275 A       217 A   
   2.25 keV   1.006E-01  1.604E-02     384 A       296 A       236 A   
   2.50 keV   1.060E-01  1.546E-02     425 A       316 A       254 A   
   2.75 keV   1.112E-01  1.494E-02     465 A       335 A       271 A   
   3.00 keV   1.161E-01  1.445E-02     506 A       353 A       287 A   
   3.25 keV   1.209E-01  1.399E-02     546 A       370 A       303 A   
   3.50 keV   1.254E-01  1.357E-02     586 A       387 A       318 A   
   3.75 keV   1.298E-01  1.318E-02     626 A       402 A       333 A   
   4.00 keV   1.341E-01  1.281E-02     665 A       417 A       347 A   
   4.50 keV   1.413E-01  1.215E-02     743 A       445 A       374 A   
   5.00 keV   1.480E-01  1.156E-02     821 A       471 A       400 A   
