 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\94Kr_CD2.txt

 Ion = Krypton [36] , Mass = 94 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.732E-01  6.255E+00     244 A        45 A        36 A   
  11.00 keV   8.110E-01  6.401E+00     258 A        48 A        38 A   
  12.00 keV   8.470E-01  6.533E+00     273 A        50 A        40 A   
  13.00 keV   8.816E-01  6.651E+00     287 A        52 A        42 A   
  14.00 keV   9.149E-01  6.758E+00     300 A        54 A        44 A   
  15.00 keV   9.470E-01  6.856E+00     314 A        56 A        45 A   
  16.00 keV   9.781E-01  6.945E+00     327 A        58 A        47 A   
  17.00 keV   1.008E+00  7.027E+00     340 A        60 A        49 A   
  18.00 keV   1.037E+00  7.103E+00     353 A        62 A        51 A   
  20.00 keV   1.094E+00  7.237E+00     379 A        65 A        54 A   
  22.50 keV   1.160E+00  7.378E+00     410 A        70 A        58 A   
  25.00 keV   1.223E+00  7.496E+00     440 A        74 A        62 A   
  27.50 keV   1.282E+00  7.595E+00     470 A        78 A        65 A   
  30.00 keV   1.339E+00  7.678E+00     499 A        82 A        69 A   
  32.50 keV   1.394E+00  7.749E+00     528 A        86 A        73 A   
  35.00 keV   1.447E+00  7.810E+00     557 A        90 A        76 A   
  37.50 keV   1.497E+00  7.861E+00     585 A        94 A        80 A   
  40.00 keV   1.546E+00  7.904E+00     613 A        97 A        83 A   
  45.00 keV   1.640E+00  7.972E+00     669 A       105 A        90 A   
