 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\3H_tTi.txt

 Ion = Hydrogen [1] , Mass = 3 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   5.00 MeV   1.049E-01  7.654E-05  131.15 um     5.57 um     5.57 um  
   5.50 MeV   9.860E-02  7.043E-05  152.50 um     6.46 um     6.37 um  
   6.00 MeV   9.313E-02  6.526E-05  175.15 um     7.35 um     7.21 um  
   6.50 MeV   8.832E-02  6.085E-05  199.08 um     8.23 um     8.10 um  
   7.00 MeV   8.406E-02  5.702E-05  224.27 um     9.11 um     9.02 um  
   8.00 MeV   7.681E-02  5.070E-05  278.32 um    12.15 um    10.97 um  
   9.00 MeV   7.087E-02  4.571E-05  337.19 um    15.00 um    13.07 um  
  10.00 MeV   6.589E-02  4.165E-05  400.76 um    17.77 um    15.32 um  
  11.00 MeV   6.165E-02  3.829E-05  468.91 um    20.52 um    17.70 um  
  12.00 MeV   5.799E-02  3.545E-05  541.56 um    23.27 um    20.22 um  
  13.00 MeV   5.479E-02  3.302E-05  618.62 um    26.03 um    22.87 um  
  14.00 MeV   5.197E-02  3.092E-05  700.03 um    28.82 um    25.65 um  
  15.00 MeV   4.946E-02  2.908E-05  785.72 um    31.65 um    28.56 um  
  16.00 MeV   4.721E-02  2.746E-05  875.62 um    34.51 um    31.60 um  
  17.00 MeV   4.518E-02  2.602E-05  969.70 um    37.41 um    34.75 um  
  18.00 MeV   4.334E-02  2.473E-05    1.07 mm    40.35 um    38.03 um  
  20.00 MeV   4.012E-02  2.251E-05    1.28 mm    50.80 um    44.95 um  
  22.50 MeV   3.677E-02  2.026E-05    1.56 mm    65.67 um    54.25 um  
  25.00 MeV   3.400E-02  1.844E-05    1.87 mm    79.80 um    64.27 um  
  27.50 MeV   3.166E-02  1.693E-05    2.20 mm    93.65 um    74.98 um  
  30.00 MeV   2.965E-02  1.566E-05    2.55 mm   107.43 um    86.37 um  
  32.50 MeV   2.791E-02  1.458E-05    2.93 mm   121.25 um    98.43 um  
  35.00 MeV   2.639E-02  1.364E-05    3.33 mm   135.18 um   111.13 um  
  37.50 MeV   2.504E-02  1.282E-05    3.75 mm   149.26 um   124.48 um  
  40.00 MeV   2.383E-02  1.210E-05    4.20 mm   163.52 um   138.46 um  
  45.00 MeV   2.178E-02  1.088E-05    5.15 mm   214.83 um   168.28 um  
  50.00 MeV   2.008E-02  9.895E-06    6.19 mm   263.28 um   200.52 um  
  55.00 MeV   1.866E-02  9.079E-06    7.31 mm   310.64 um   235.11 um  
  60.00 MeV   1.744E-02  8.393E-06    8.52 mm   357.69 um   271.99 um  
  65.00 MeV   1.639E-02  7.807E-06    9.81 mm   404.87 um   311.12 um  
  70.00 MeV   1.548E-02  7.301E-06   11.17 mm   452.39 um   352.45 um  
  80.00 MeV   1.396E-02  6.469E-06   14.13 mm   623.25 um   441.55 um  
  90.00 MeV   1.274E-02  5.814E-06   17.39 mm   782.85 um   538.96 um  
 100.00 MeV   1.174E-02  5.283E-06   20.95 mm   938.60 um   644.42 um  
