 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\26Na_CD2.txt

 Ion = Sodium [11] , Mass = 26 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  70.00 MeV   1.146E+01  7.344E-03   55.55 um     1.71 um     6101 A   
  80.00 MeV   1.061E+01  6.530E-03   65.62 um     2.23 um     6482 A   
  90.00 MeV   9.900E+00  5.886E-03   76.46 um     2.71 um     6899 A   
 100.00 MeV   9.300E+00  5.363E-03   88.04 um     3.17 um     7354 A   
 110.00 MeV   8.782E+00  4.929E-03  100.33 um     3.61 um     7845 A   
 120.00 MeV   8.330E+00  4.564E-03  113.32 um     4.06 um     8371 A   
 130.00 MeV   7.931E+00  4.251E-03  126.98 um     4.50 um     8931 A   
 140.00 MeV   7.575E+00  3.980E-03  141.32 um     4.93 um     9525 A   
 150.00 MeV   7.255E+00  3.743E-03  156.30 um     5.37 um     1.02 um  
 160.00 MeV   6.964E+00  3.534E-03  171.93 um     5.81 um     1.08 um  
 170.00 MeV   6.699E+00  3.349E-03  188.19 um     6.25 um     1.15 um  
 180.00 MeV   6.455E+00  3.182E-03  205.08 um     6.70 um     1.22 um  
 200.00 MeV   6.023E+00  2.897E-03  240.72 um     8.39 um     1.37 um  
 225.00 MeV   5.563E+00  2.607E-03  288.71 um    10.80 um     1.58 um  
 250.00 MeV   5.172E+00  2.373E-03  340.49 um    13.05 um     1.80 um  
 275.00 MeV   4.835E+00  2.179E-03  396.04 um    15.24 um     2.04 um  
 300.00 MeV   4.540E+00  2.015E-03  455.33 um    17.40 um     2.29 um  
 325.00 MeV   4.280E+00  1.875E-03  518.35 um    19.56 um     2.55 um  
 350.00 MeV   4.049E+00  1.754E-03  585.08 um    21.73 um     2.84 um  
 375.00 MeV   3.842E+00  1.649E-03  655.50 um    23.91 um     3.13 um  
 400.00 MeV   3.656E+00  1.556E-03  729.60 um    26.11 um     3.44 um  
 450.00 MeV   3.337E+00  1.399E-03  888.67 um    34.49 um     4.11 um  
 500.00 MeV   3.072E+00  1.272E-03    1.06 mm    42.35 um     4.83 um  
 550.00 MeV   2.851E+00  1.167E-03    1.25 mm    50.00 um     5.61 um  
 600.00 MeV   2.664E+00  1.079E-03    1.45 mm    57.58 um     6.44 um  
 650.00 MeV   2.505E+00  1.004E-03    1.67 mm    65.14 um     7.32 um  
 700.00 MeV   2.368E+00  9.386E-04    1.89 mm    72.72 um     8.25 um  
 800.00 MeV   2.141E+00  8.316E-04    2.39 mm   100.86 um    10.26 um  
 900.00 MeV   1.945E+00  7.473E-04    2.93 mm   126.95 um    12.46 um  
   1.00 GeV   1.786E+00  6.791E-04    3.53 mm   152.45 um    14.85 um  
   1.10 GeV   1.653E+00  6.227E-04    4.18 mm   177.84 um    17.43 um  
   1.20 GeV   1.541E+00  5.753E-04    4.87 mm   203.33 um    20.20 um  
   1.30 GeV   1.445E+00  5.348E-04    5.62 mm   229.05 um    23.14 um  
   1.40 GeV   1.362E+00  4.999E-04    6.41 mm   255.05 um    26.26 um  
   1.50 GeV   1.289E+00  4.694E-04    7.25 mm   281.37 um    29.56 um  
   1.60 GeV   1.224E+00  4.426E-04    8.13 mm   308.01 um    33.02 um  
   1.70 GeV   1.167E+00  4.188E-04    9.06 mm   334.98 um    36.65 um  
   1.80 GeV   1.115E+00  3.975E-04   10.04 mm   362.27 um    40.44 um  
   2.00 GeV   1.027E+00  3.610E-04   12.11 mm   466.55 um    48.49 um  
   2.25 GeV   9.377E-01  3.241E-04   14.94 mm   615.05 um    59.41 um  
   2.50 GeV   8.652E-01  2.943E-04   18.03 mm   754.30 um    71.22 um  
   2.75 GeV   8.052E-01  2.697E-04   21.36 mm   889.39 um    83.89 um  
   3.00 GeV   7.547E-01  2.490E-04   24.92 mm     1.02 mm    97.38 um  
   3.25 GeV   7.117E-01  2.314E-04   28.71 mm     1.15 mm   111.64 um  
   3.50 GeV   6.745E-01  2.161E-04   32.72 mm     1.29 mm   126.64 um  
   3.75 GeV   6.421E-01  2.029E-04   36.94 mm     1.42 mm   142.34 um  
   4.00 GeV   6.135E-01  1.912E-04   41.37 mm     1.55 mm   158.72 um  
