 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 29, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\66Ni_CD2.txt

 Ion = Nickel [28] , Mass = 66 amu

 Target Density =  9.3000E-01 g/cm3 = 1.0494E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   7.00 MeV   1.280E+01  6.013E-01    9.45 um     4901 A      6051 A   
   8.00 MeV   1.519E+01  5.433E-01   10.19 um     5098 A      6304 A   
   9.00 MeV   1.761E+01  4.964E-01   10.82 um     5241 A      6499 A   
  10.00 MeV   2.000E+01  4.576E-01   11.38 um     5348 A      6653 A   
  11.00 MeV   2.230E+01  4.250E-01   11.87 um     5432 A      6777 A   
  12.00 MeV   2.449E+01  3.970E-01   12.32 um     5500 A      6880 A   
  13.00 MeV   2.655E+01  3.729E-01   12.74 um     5556 A      6966 A   
  14.00 MeV   2.847E+01  3.517E-01   13.12 um     5603 A      7040 A   
  15.00 MeV   3.026E+01  3.330E-01   13.48 um     5644 A      7104 A   
  16.00 MeV   3.192E+01  3.163E-01   13.83 um     5680 A      7160 A   
  17.00 MeV   3.345E+01  3.014E-01   14.15 um     5712 A      7210 A   
  18.00 MeV   3.485E+01  2.880E-01   14.46 um     5741 A      7255 A   
  20.00 MeV   3.735E+01  2.646E-01   15.05 um     5821 A      7332 A   
  22.50 MeV   3.994E+01  2.406E-01   15.74 um     5922 A      7412 A   
  25.00 MeV   4.205E+01  2.209E-01   16.39 um     6010 A      7478 A   
  27.50 MeV   4.378E+01  2.044E-01   17.02 um     6087 A      7535 A   
  30.00 MeV   4.519E+01  1.904E-01   17.62 um     6158 A      7585 A   
  32.50 MeV   4.634E+01  1.783E-01   18.20 um     6223 A      7629 A   
  35.00 MeV   4.727E+01  1.677E-01   18.77 um     6285 A      7669 A   
  37.50 MeV   4.803E+01  1.584E-01   19.34 um     6343 A      7705 A   
  40.00 MeV   4.864E+01  1.502E-01   19.89 um     6398 A      7739 A   
  45.00 MeV   4.950E+01  1.362E-01   20.98 um     6595 A      7799 A   
  50.00 MeV   5.001E+01  1.248E-01   22.06 um     6780 A      7852 A   
  55.00 MeV   5.026E+01  1.152E-01   23.13 um     6956 A      7900 A   
  60.00 MeV   5.032E+01  1.071E-01   24.19 um     7126 A      7945 A   
  65.00 MeV   5.025E+01  1.001E-01   25.26 um     7292 A      7986 A   
  70.00 MeV   5.008E+01  9.407E-02   26.33 um     7455 A      8025 A   
  80.00 MeV   4.954E+01  8.404E-02   28.48 um     8066 A      8097 A   
  90.00 MeV   4.885E+01  7.605E-02   30.67 um     8647 A      8164 A   
 100.00 MeV   4.808E+01  6.953E-02   32.88 um     9207 A      8227 A   
 110.00 MeV   4.728E+01  6.410E-02   35.13 um     9751 A      8288 A   
 120.00 MeV   4.646E+01  5.950E-02   37.43 um     1.03 um     8347 A   
 130.00 MeV   4.566E+01  5.556E-02   39.76 um     1.08 um     8404 A   
 140.00 MeV   4.546E+01  5.213E-02   42.11 um     1.13 um     8461 A   
 150.00 MeV   4.519E+01  4.913E-02   44.48 um     1.18 um     8516 A   
 160.00 MeV   4.466E+01  4.647E-02   46.87 um     1.23 um     8570 A   
 170.00 MeV   4.391E+01  4.411E-02   49.30 um     1.28 um     8624 A   
 180.00 MeV   4.321E+01  4.198E-02   51.77 um     1.32 um     8678 A   
 200.00 MeV   4.189E+01  3.833E-02   56.82 um     1.51 um     8787 A   
 225.00 MeV   4.040E+01  3.460E-02   63.35 um     1.77 um     8924 A   
 250.00 MeV   3.906E+01  3.158E-02   70.11 um     2.01 um     9064 A   
 275.00 MeV   3.782E+01  2.906E-02   77.10 um     2.24 um     9208 A   
 300.00 MeV   3.669E+01  2.694E-02   84.31 um     2.46 um     9355 A   
 325.00 MeV   3.563E+01  2.512E-02   91.75 um     2.68 um     9508 A   
 350.00 MeV   3.464E+01  2.354E-02   99.39 um     2.89 um     9665 A   
 375.00 MeV   3.371E+01  2.216E-02  107.26 um     3.10 um     9828 A   
 400.00 MeV   3.283E+01  2.094E-02  115.34 um     3.30 um     9996 A   
 450.00 MeV   3.120E+01  1.888E-02  132.13 um     4.07 um     1.03 um  
 500.00 MeV   2.972E+01  1.721E-02  149.78 um     4.78 um     1.07 um  
 550.00 MeV   2.837E+01  1.582E-02  168.29 um     5.45 um     1.11 um  
 600.00 MeV   2.713E+01  1.465E-02  187.66 um     6.10 um     1.16 um  
 650.00 MeV   2.599E+01  1.365E-02  207.91 um     6.74 um     1.20 um  
 700.00 MeV   2.493E+01  1.278E-02  229.02 um     7.37 um     1.25 um  
 800.00 MeV   2.304E+01  1.136E-02  273.88 um     9.73 um     1.35 um  
 900.00 MeV   2.141E+01  1.023E-02  322.29 um    11.90 um     1.47 um  
   1.00 GeV   2.000E+01  9.313E-03  374.25 um    13.99 um     1.59 um  
   1.10 GeV   1.876E+01  8.555E-03  429.76 um    16.04 um     1.73 um  
   1.20 GeV   1.768E+01  7.916E-03  488.80 um    18.09 um     1.88 um  
   1.30 GeV   1.674E+01  7.370E-03  551.30 um    20.14 um     2.03 um  
   1.40 GeV   1.590E+01  6.897E-03  617.20 um    22.19 um     2.20 um  
   1.50 GeV   1.517E+01  6.484E-03  686.43 um    24.26 um     2.38 um  
   1.60 GeV   1.452E+01  6.120E-03  758.89 um    26.34 um     2.56 um  
   1.70 GeV   1.394E+01  5.797E-03  834.47 um    28.43 um     2.76 um  
   1.80 GeV   1.342E+01  5.507E-03  913.08 um    30.53 um     2.96 um  
   2.00 GeV   1.254E+01  5.010E-03    1.08 mm    38.50 um     3.38 um  
   2.25 GeV   1.152E+01  4.507E-03    1.30 mm    49.84 um     3.96 um  
   2.50 GeV   1.067E+01  4.099E-03    1.54 mm    60.51 um     4.58 um  
   2.75 GeV   9.957E+00  3.762E-03    1.81 mm    70.87 um     5.24 um  
   3.00 GeV   9.343E+00  3.478E-03    2.08 mm    81.11 um     5.95 um  
   3.25 GeV   8.810E+00  3.235E-03    2.38 mm    91.31 um     6.70 um  
   3.50 GeV   8.343E+00  3.026E-03    2.69 mm   101.52 um     7.49 um  
   3.75 GeV   7.931E+00  2.843E-03    3.02 mm   111.77 um     8.31 um  
   4.00 GeV   7.564E+00  2.682E-03    3.37 mm   122.08 um     9.18 um  
   4.50 GeV   6.939E+00  2.410E-03    4.11 mm   161.04 um    11.02 um  
   5.00 GeV   6.427E+00  2.191E-03    4.92 mm   197.27 um    12.99 um  
   5.50 GeV   5.984E+00  2.009E-03    5.79 mm   232.31 um    15.11 um  
   6.00 GeV   5.607E+00  1.856E-03    6.71 mm   266.87 um    17.36 um  
   6.50 GeV   5.283E+00  1.726E-03    7.70 mm   301.26 um    19.73 um  
   7.00 GeV   5.003E+00  1.614E-03    8.75 mm   335.63 um    22.24 um  
   8.00 GeV   4.541E+00  1.429E-03   11.00 mm   463.26 um    27.60 um  
   9.00 GeV   4.175E+00  1.283E-03   13.47 mm   580.30 um    33.40 um  
  10.00 GeV   3.879E+00  1.166E-03   16.15 mm   692.61 um    39.62 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  9.2997E+00                 eV / Angstrom 
  9.2997E+01                keV / micron   
  9.2997E+01                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  8.8617E+00                 eV / (1E15 atoms/cm2)
  5.0611E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
