 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\8Li_CD2.txt

 Ion = Lithium [3] , Mass = 9 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.00 MeV   2.872E+00  2.120E-03   21.02 um     6676 A      4763 A   
   6.50 MeV   2.751E+00  1.976E-03   22.99 um     7256 A      4892 A   
   7.00 MeV   2.638E+00  1.852E-03   25.05 um     7840 A      5028 A   
   8.00 MeV   2.439E+00  1.647E-03   29.43 um     1.00 um     5318 A   
   9.00 MeV   2.268E+00  1.485E-03   34.16 um     1.21 um     5635 A   
  10.00 MeV   2.121E+00  1.354E-03   39.22 um     1.41 um     5980 A   
  11.00 MeV   1.993E+00  1.245E-03   44.62 um     1.61 um     6354 A   
  12.00 MeV   1.881E+00  1.152E-03   50.36 um     1.80 um     6757 A   
  13.00 MeV   1.781E+00  1.074E-03   56.43 um     2.00 um     7189 A   
  14.00 MeV   1.693E+00  1.005E-03   62.82 um     2.20 um     7649 A   
  15.00 MeV   1.614E+00  9.458E-04   69.54 um     2.40 um     8138 A   
  16.00 MeV   1.543E+00  8.931E-04   76.58 um     2.60 um     8655 A   
  17.00 MeV   1.478E+00  8.463E-04   83.93 um     2.81 um     9200 A   
  18.00 MeV   1.419E+00  8.043E-04   91.60 um     3.01 um     9771 A   
  20.00 MeV   1.334E+00  7.323E-04  107.75 um     3.79 um     1.10 um  
  22.50 MeV   1.224E+00  6.593E-04  129.48 um     4.89 um     1.26 um  
  25.00 MeV   1.124E+00  6.001E-04  153.15 um     5.94 um     1.44 um  
  27.50 MeV   1.040E+00  5.511E-04  178.84 um     6.97 um     1.64 um  
  30.00 MeV   9.692E-01  5.098E-04  206.50 um     8.01 um     1.85 um  
  32.50 MeV   9.082E-01  4.745E-04  236.10 um     9.05 um     2.07 um  
  35.00 MeV   8.552E-01  4.440E-04  267.61 um    10.10 um     2.31 um  
  37.50 MeV   8.085E-01  4.174E-04  301.01 um    11.16 um     2.57 um  
  40.00 MeV   7.672E-01  3.938E-04  336.27 um    12.24 um     2.84 um  
  45.00 MeV   6.970E-01  3.543E-04  412.23 um    16.32 um     3.42 um  
  50.00 MeV   6.396E-01  3.222E-04  495.43 um    20.15 um     4.05 um  
  55.00 MeV   5.917E-01  2.957E-04  585.73 um    23.89 um     4.74 um  
  60.00 MeV   5.510E-01  2.733E-04  683.01 um    27.60 um     5.47 um  
  65.00 MeV   5.161E-01  2.543E-04  787.17 um    31.33 um     6.26 um  
  70.00 MeV   4.856E-01  2.378E-04  898.13 um    35.08 um     7.10 um  
  80.00 MeV   4.352E-01  2.107E-04    1.14 mm    49.06 um     8.92 um  
  90.00 MeV   3.949E-01  1.894E-04    1.41 mm    62.08 um    10.93 um  
 100.00 MeV   3.621E-01  1.721E-04    1.70 mm    74.80 um    13.13 um  
 110.00 MeV   3.347E-01  1.579E-04    2.02 mm    87.46 um    15.50 um  
 120.00 MeV   3.115E-01  1.459E-04    2.36 mm   100.19 um    18.06 um  
 130.00 MeV   2.916E-01  1.356E-04    2.73 mm   113.06 um    20.79 um  
 140.00 MeV   2.742E-01  1.268E-04    3.13 mm   126.10 um    23.69 um  
 150.00 MeV   2.590E-01  1.191E-04    3.54 mm   139.33 um    26.76 um  
 160.00 MeV   2.456E-01  1.123E-04    3.98 mm   152.76 um    30.00 um  
 170.00 MeV   2.336E-01  1.062E-04    4.45 mm   166.40 um    33.40 um  
 180.00 MeV   2.228E-01  1.008E-04    4.93 mm   180.25 um    36.96 um  
 200.00 MeV   2.042E-01  9.159E-05    5.98 mm   233.13 um    44.57 um  
 225.00 MeV   1.853E-01  8.225E-05    7.40 mm   308.83 um    54.96 um  
 250.00 MeV   1.699E-01  7.470E-05    8.97 mm   380.40 um    66.29 um  
 275.00 MeV   1.571E-01  6.846E-05   10.67 mm   450.45 um    78.56 um  
 300.00 MeV   1.463E-01  6.321E-05   12.50 mm   520.11 um    91.72 um  
 325.00 MeV   1.371E-01  5.874E-05   14.46 mm   589.97 um   105.77 um  
 350.00 MeV   1.290E-01  5.488E-05   16.55 mm   660.33 um   120.69 um  
 375.00 MeV   1.220E-01  5.152E-05   18.76 mm   731.38 um   136.45 um  
 400.00 MeV   1.158E-01  4.855E-05   21.10 mm   803.21 um   153.03 um  
 450.00 MeV   1.053E-01  4.358E-05   26.13 mm     1.07 mm   188.64 um  
 500.00 MeV   9.680E-02  3.955E-05   31.63 mm     1.33 mm   227.38 um  
 550.00 MeV   8.974E-02  3.623E-05   37.59 mm     1.57 mm   269.13 um  
 600.00 MeV   8.379E-02  3.344E-05   44.00 mm     1.82 mm   313.80 um  
 650.00 MeV   7.870E-02  3.107E-05   50.84 mm     2.06 mm   361.28 um  
 700.00 MeV   7.429E-02  2.902E-05   58.11 mm     2.30 mm   411.48 um  
 800.00 MeV   6.705E-02  2.565E-05   73.85 mm     3.21 mm   519.75 um  
 900.00 MeV   6.133E-02  2.301E-05   91.18 mm     4.04 mm   637.94 um  
   1.00 GeV   5.670E-02  2.088E-05  110.02 mm     4.84 mm   765.47 um  
   1.10 GeV   5.288E-02  1.912E-05  130.31 mm     5.63 mm   901.81 um  
   1.20 GeV   4.966E-02  1.764E-05  152.00 mm     6.42 mm     1.05 mm  
   1.30 GeV   4.692E-02  1.638E-05  175.01 mm     7.20 mm     1.20 mm  
   1.40 GeV   4.455E-02  1.530E-05  199.32 mm     7.98 mm     1.36 mm  
   1.50 GeV   4.249E-02  1.435E-05  224.85 mm     8.77 mm     1.53 mm  
   1.60 GeV   4.067E-02  1.352E-05  251.58 mm     9.55 mm     1.70 mm  
   1.70 GeV   3.906E-02  1.278E-05  279.45 mm    10.34 mm     1.88 mm  
   1.80 GeV   3.763E-02  1.212E-05  308.43 mm    11.13 mm     2.07 mm  
   2.00 GeV   3.518E-02  1.099E-05  369.52 mm    14.10 mm     2.45 mm  
   2.25 GeV   3.271E-02  9.852E-06  451.42 mm    18.26 mm     2.97 mm  
   2.50 GeV   3.073E-02  8.934E-06  539.04 mm    22.08 mm     3.51 mm  
   2.75 GeV   2.910E-02  8.177E-06  631.93 mm    25.71 mm     4.08 mm  
   3.00 GeV   2.775E-02  7.541E-06  729.68 mm    29.20 mm     4.67 mm  
   3.25 GeV   2.660E-02  7.000E-06  831.91 mm    32.60 mm     5.28 mm  
   3.50 GeV   2.562E-02  6.534E-06  938.30 mm    35.92 mm     5.90 mm  
   3.75 GeV   2.478E-02  6.128E-06    1.05 m     39.18 mm     6.54 mm  
   4.00 GeV   2.404E-02  5.770E-06    1.16 m     42.37 mm     7.19 mm  
   4.50 GeV   2.281E-02  5.171E-06    1.40 m     54.08 mm     8.53 mm  
   5.00 GeV   2.185E-02  4.687E-06    1.65 m     64.55 mm     9.90 mm  
   5.50 GeV   2.107E-02  4.289E-06    1.91 m     74.24 mm    11.29 mm  
   6.00 GeV   2.043E-02  3.954E-06    2.18 m     83.37 mm    12.70 mm  
   6.50 GeV   1.990E-02  3.670E-06    2.45 m     92.06 mm    14.12 mm  
   7.00 GeV   1.945E-02  3.424E-06    2.73 m    100.37 mm    15.55 mm  
   8.00 GeV   1.875E-02  3.023E-06    3.31 m    129.84 mm    18.41 mm  
   9.00 GeV   1.823E-02  2.708E-06    3.92 m    155.23 mm    21.26 mm  
  10.00 GeV   1.784E-02  2.454E-06    4.53 m    178.05 mm    24.08 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  8.9997E+00                 eV / Angstrom 
  8.9997E+01                keV / micron   
  8.9997E+01                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  8.8617E+00                 eV / (1E15 atoms/cm2)
  4.1724E-01                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
