 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 14, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Actinium in  H- C.txt

 Ion = Actinium [89] , Mass = 229 amu

 Target Density =  9.3000E-01 g/cm3 = 1.1979E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37
      C      6    033.33    085.63
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 170.00 MeV   1.382E+02  1.375E+00   25.27 um     6867 A      5722 A
 180.00 MeV   1.409E+02  1.315E+00   26.04 um     6960 A      5770 A
 200.00 MeV   1.456E+02  1.211E+00   27.52 um     7287 A      5858 A
 225.00 MeV   1.500E+02  1.103E+00   29.33 um     7737 A      5955 A
 250.00 MeV   1.532E+02  1.014E+00   31.09 um     8141 A      6041 A
 275.00 MeV   1.556E+02  9.401E-01   32.82 um     8512 A      6120 A
 300.00 MeV   1.573E+02  8.767E-01   34.53 um     8858 A      6192 A
 325.00 MeV   1.586E+02  8.219E-01   36.22 um     9185 A      6259 A
 350.00 MeV   1.595E+02  7.741E-01   37.90 um     9497 A      6322 A
 375.00 MeV   1.600E+02  7.320E-01   39.57 um     9795 A      6381 A
 400.00 MeV   1.604E+02  6.946E-01   41.24 um     1.01 um     6438 A
 450.00 MeV   1.606E+02  6.309E-01   44.58 um     1.11 um     6545 A
 500.00 MeV   1.634E+02  5.786E-01   47.89 um     1.21 um     6644 A
 550.00 MeV   1.647E+02  5.350E-01   51.15 um     1.30 um     6736 A
 600.00 MeV   1.640E+02  4.978E-01   54.41 um     1.38 um     6824 A
 650.00 MeV   1.633E+02  4.659E-01   57.69 um     1.45 um     6908 A
 700.00 MeV   1.626E+02  4.381E-01   60.98 um     1.53 um     6989 A
 800.00 MeV   1.611E+02  3.919E-01   67.61 um     1.79 um     7145 A
 900.00 MeV   1.597E+02  3.551E-01   74.29 um     2.03 um     7293 A
   1.00 GeV   1.584E+02  3.250E-01   81.04 um     2.24 um     7437 A
   1.10 GeV   1.570E+02  2.999E-01   87.85 um     2.44 um     7577 A
   1.20 GeV   1.557E+02  2.786E-01   94.71 um     2.63 um     7714 A
   1.30 GeV   1.543E+02  2.604E-01  101.64 um     2.80 um     7849 A
   1.40 GeV   1.530E+02  2.445E-01  108.62 um     2.97 um     7982 A
   1.50 GeV   1.517E+02  2.305E-01  115.67 um     3.14 um     8114 A
   1.60 GeV   1.503E+02  2.182E-01  122.78 um     3.29 um     8244 A
   1.70 GeV   1.490E+02  2.072E-01  129.95 um     3.45 um     8374 A
   1.80 GeV   1.477E+02  1.973E-01  137.19 um     3.60 um     8503 A
   2.00 GeV   1.450E+02  1.803E-01  151.87 um     4.15 um     8761 A
   2.25 GeV   1.416E+02  1.629E-01  170.62 um     4.93 um     9082 A
   2.50 GeV   1.383E+02  1.488E-01  189.81 um     5.63 um     9405 A
   2.75 GeV   1.351E+02  1.370E-01  209.46 um     6.28 um     9730 A
   3.00 GeV   1.319E+02  1.271E-01  229.58 um     6.89 um     1.01 um
