 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\138Xe_tTi.txt

 Ion = Xenon [54] , Mass = 138 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   8.00 MeV   9.169E+00  2.103E+00    3.49 um     4502 A      4618 A   
   9.00 MeV   9.842E+00  1.950E+00    3.85 um     4759 A      4969 A   
  10.00 MeV   1.052E+01  1.821E+00    4.20 um     4984 A      5289 A   
  11.00 MeV   1.120E+01  1.710E+00    4.54 um     5183 A      5581 A   
  12.00 MeV   1.189E+01  1.614E+00    4.86 um     5359 A      5849 A   
  13.00 MeV   1.259E+01  1.529E+00    5.17 um     5516 A      6094 A   
  14.00 MeV   1.330E+01  1.453E+00    5.46 um     5657 A      6320 A   
  15.00 MeV   1.401E+01  1.386E+00    5.75 um     5782 A      6528 A   
  16.00 MeV   1.473E+01  1.325E+00    6.02 um     5896 A      6720 A   
  17.00 MeV   1.545E+01  1.270E+00    6.28 um     5998 A      6898 A   
  18.00 MeV   1.618E+01  1.220E+00    6.53 um     6091 A      7063 A   
  20.00 MeV   1.762E+01  1.132E+00    7.00 um     6270 A      7358 A   
  22.50 MeV   1.941E+01  1.040E+00    7.55 um     6462 A      7674 A   
  25.00 MeV   2.116E+01  9.638E-01    8.06 um     6620 A      7943 A   
  27.50 MeV   2.285E+01  8.988E-01    8.53 um     6752 A      8175 A   
  30.00 MeV   2.447E+01  8.428E-01    8.97 um     6863 A      8377 A   
  32.50 MeV   2.602E+01  7.941E-01    9.38 um     6959 A      8555 A   
