 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> September 29, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\107In_CD2.txt

 Ion = Indium [49] , Mass = 107 amu

 Target Density =  9.3000E-01 g/cm3 = 1.0494E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   5.326E-01  7.232E+00     227 A        42 A        33 A   
  11.00 keV   5.586E-01  7.434E+00     240 A        44 A        34 A   
  12.00 keV   5.834E-01  7.619E+00     252 A        46 A        36 A   
  13.00 keV   6.072E-01  7.787E+00     264 A        48 A        38 A   
  14.00 keV   6.302E-01  7.942E+00     276 A        50 A        39 A   
  15.00 keV   6.523E-01  8.084E+00     288 A        52 A        41 A   
  16.00 keV   6.737E-01  8.217E+00     299 A        53 A        42 A   
  17.00 keV   6.944E-01  8.340E+00     310 A        55 A        44 A   
  18.00 keV   7.145E-01  8.454E+00     322 A        56 A        45 A   
  20.00 keV   7.532E-01  8.662E+00     343 A        60 A        48 A   
  22.50 keV   7.989E-01  8.887E+00     370 A        63 A        51 A   
  25.00 keV   8.421E-01  9.082E+00     396 A        67 A        55 A   
  27.50 keV   8.832E-01  9.253E+00     421 A        71 A        58 A   
  30.00 keV   9.225E-01  9.402E+00     446 A        74 A        61 A   
  32.50 keV   9.601E-01  9.534E+00     470 A        77 A        64 A   
  35.00 keV   9.964E-01  9.652E+00     495 A        81 A        67 A   
  37.50 keV   1.031E+00  9.757E+00     518 A        84 A        70 A   
  40.00 keV   1.065E+00  9.851E+00     542 A        87 A        73 A   
  45.00 keV   1.130E+00  1.001E+01     588 A        93 A        78 A   
