 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\134Xe_tTi.txt

 Ion = Xenon [54] , Mass = 134 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.747E-01  4.149E+00     140 A        54 A        40 A   
  11.00 keV   2.881E-01  4.286E+00     148 A        57 A        42 A   
  12.00 keV   3.009E-01  4.412E+00     155 A        59 A        44 A   
  13.00 keV   3.132E-01  4.529E+00     162 A        61 A        46 A   
  14.00 keV   3.250E-01  4.637E+00     170 A        63 A        47 A   
  15.00 keV   3.364E-01  4.738E+00     176 A        66 A        49 A   
  16.00 keV   3.475E-01  4.833E+00     183 A        68 A        51 A   
  17.00 keV   3.582E-01  4.921E+00     190 A        70 A        52 A   
  18.00 keV   3.685E-01  5.005E+00     196 A        72 A        54 A   
  20.00 keV   3.885E-01  5.159E+00     209 A        76 A        57 A   
  22.50 keV   4.120E-01  5.329E+00     225 A        81 A        61 A   
  25.00 keV   4.343E-01  5.481E+00     240 A        85 A        65 A   
  27.50 keV   4.555E-01  5.616E+00     255 A        90 A        68 A   
  30.00 keV   4.758E-01  5.737E+00     269 A        94 A        72 A   
  32.50 keV   4.952E-01  5.847E+00     283 A        98 A        75 A   
  35.00 keV   5.139E-01  5.947E+00     297 A       102 A        78 A   
  37.50 keV   5.320E-01  6.039E+00     311 A       106 A        81 A   
  40.00 keV   5.494E-01  6.123E+00     324 A       110 A        84 A   
  45.00 keV   5.827E-01  6.272E+00     351 A       118 A        91 A   
