 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\2H_tTi.txt

 Ion = Hydrogen [1] , Mass = 2 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   1.603E-01  5.725E-03    2071 A      1095 A       956 A   
  11.00 keV   1.679E-01  5.443E-03    2254 A      1145 A      1009 A   
  12.00 keV   1.751E-01  5.192E-03    2434 A      1190 A      1059 A   
  13.00 keV   1.820E-01  4.967E-03    2610 A      1232 A      1107 A   
  14.00 keV   1.885E-01  4.764E-03    2783 A      1272 A      1152 A   
  15.00 keV   1.948E-01  4.580E-03    2953 A      1309 A      1195 A   
  16.00 keV   2.009E-01  4.411E-03    3121 A      1344 A      1236 A   
  17.00 keV   2.067E-01  4.257E-03    3285 A      1376 A      1275 A   
  18.00 keV   2.124E-01  4.114E-03    3448 A      1407 A      1313 A   
  20.00 keV   2.231E-01  3.860E-03    3765 A      1464 A      1383 A   
  22.50 keV   2.355E-01  3.589E-03    4150 A      1527 A      1465 A   
  25.00 keV   2.471E-01  3.359E-03    4523 A      1584 A      1540 A   
  27.50 keV   2.579E-01  3.160E-03    4886 A      1635 A      1609 A   
  30.00 keV   2.681E-01  2.987E-03    5239 A      1681 A      1673 A   
  32.50 keV   2.776E-01  2.834E-03    5583 A      1723 A      1733 A   
  35.00 keV   2.865E-01  2.697E-03    5919 A      1762 A      1789 A   
  37.50 keV   2.950E-01  2.575E-03    6248 A      1798 A      1842 A   
  40.00 keV   3.030E-01  2.465E-03    6571 A      1831 A      1893 A   
