 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 08, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\12C_12C.txt.txt

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  2.2530E+00 g/cm3 = 1.1306E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      C      6    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   8.00 MeV   6.754E+00  7.603E-03    5.62 um     1837 A      1572 A   
   9.00 MeV   6.558E+00  6.871E-03    6.28 um     2075 A      1634 A   
  10.00 MeV   6.366E+00  6.274E-03    6.97 um     2301 A      1694 A   
  11.00 MeV   6.181E+00  5.778E-03    7.67 um     2518 A      1756 A   
  12.00 MeV   6.005E+00  5.359E-03    8.40 um     2730 A      1818 A   
  13.00 MeV   5.837E+00  4.999E-03    9.15 um     2937 A      1880 A   
  14.00 MeV   5.677E+00  4.688E-03    9.92 um     3142 A      1944 A   
  15.00 MeV   5.525E+00  4.415E-03   10.71 um     3344 A      2008 A   
  16.00 MeV   5.381E+00  4.173E-03   11.53 um     3546 A      2074 A   
  17.00 MeV   5.243E+00  3.958E-03   12.36 um     3746 A      2141 A   
  18.00 MeV   5.112E+00  3.766E-03   13.22 um     3946 A      2209 A   
  20.00 MeV   4.868E+00  3.434E-03   15.00 um     4696 A      2350 A   
  22.50 MeV   4.592E+00  3.097E-03   17.34 um     5769 A      2534 A   
  25.00 MeV   4.365E+00  2.824E-03   19.82 um     6768 A      2727 A   
  27.50 MeV   4.157E+00  2.597E-03   22.42 um     7723 A      2929 A   
  30.00 MeV   3.949E+00  2.405E-03   25.16 um     8657 A      3140 A   
  32.50 MeV   3.772E+00  2.241E-03   28.03 um     9582 A      3360 A   
  35.00 MeV   3.610E+00  2.099E-03   31.04 um     1.05 um     3590 A   
  37.50 MeV   3.461E+00  1.975E-03   34.18 um     1.14 um     3829 A   
  40.00 MeV   3.323E+00  1.865E-03   37.45 um     1.23 um     4078 A   
  45.00 MeV   3.076E+00  1.680E-03   44.39 um     1.58 um     4603 A   
  50.00 MeV   2.862E+00  1.530E-03   51.87 um     1.91 um     5166 A   
  55.00 MeV   2.675E+00  1.406E-03   59.89 um     2.22 um     5767 A   
  60.00 MeV   2.509E+00  1.301E-03   68.45 um     2.53 um     6407 A   
  65.00 MeV   2.363E+00  1.212E-03   77.56 um     2.85 um     7085 A   
  70.00 MeV   2.232E+00  1.134E-03   87.22 um     3.16 um     7801 A   
  80.00 MeV   2.009E+00  1.007E-03  108.18 um     4.34 um     9351 A   
  90.00 MeV   1.827E+00  9.060E-04  131.35 um     5.45 um     1.11 um  
 100.00 MeV   1.676E+00  8.244E-04  156.71 um     6.53 um     1.29 um  
 110.00 MeV   1.550E+00  7.568E-04  184.25 um     7.62 um     1.49 um  
 120.00 MeV   1.443E+00  6.999E-04  213.93 um     8.71 um     1.71 um  
 130.00 MeV   1.351E+00  6.513E-04  245.72 um     9.81 um     1.94 um  
 140.00 MeV   1.272E+00  6.093E-04  279.57 um    10.93 um     2.19 um  
 150.00 MeV   1.203E+00  5.726E-04  315.45 um    12.06 um     2.45 um  
 160.00 MeV   1.142E+00  5.403E-04  353.30 um    13.21 um     2.72 um  
 170.00 MeV   1.089E+00  5.115E-04  393.09 um    14.37 um     3.01 um  
 180.00 MeV   1.041E+00  4.858E-04  434.77 um    15.55 um     3.31 um  
 200.00 MeV   9.595E-01  4.417E-04  523.59 um    20.02 um     3.95 um  
 225.00 MeV   8.768E-01  3.971E-04  644.56 um    26.38 um     4.82 um  
 250.00 MeV   8.092E-01  3.610E-04  776.29 um    32.33 um     5.76 um  
 275.00 MeV   7.517E-01  3.311E-04  918.56 um    38.12 um     6.77 um  
 300.00 MeV   7.014E-01  3.060E-04    1.07 mm    43.87 um     7.85 um  
 325.00 MeV   6.560E-01  2.845E-04    1.23 mm    49.64 um     9.00 um  
 350.00 MeV   6.140E-01  2.660E-04    1.41 mm    55.51 um    10.23 um  
 375.00 MeV   5.783E-01  2.499E-04    1.60 mm    61.50 um    11.52 um  
 400.00 MeV   5.486E-01  2.356E-04    1.79 mm    67.57 um    12.89 um  
 450.00 MeV   4.984E-01  2.117E-04    2.22 mm    90.50 um    15.84 um  
 500.00 MeV   4.575E-01  1.923E-04    2.68 mm   111.98 um    19.06 um  
 550.00 MeV   4.236E-01  1.763E-04    3.19 mm   132.88 um    22.53 um  
 600.00 MeV   3.949E-01  1.628E-04    3.73 mm   153.59 um    26.25 um  
 650.00 MeV   3.704E-01  1.513E-04    4.31 mm   174.28 um    30.22 um  
 700.00 MeV   3.491E-01  1.414E-04    4.93 mm   195.07 um    34.43 um  
 800.00 MeV   3.142E-01  1.252E-04    6.27 mm   272.34 um    43.53 um  
 900.00 MeV   2.865E-01  1.124E-04    7.75 mm   343.78 um    53.51 um  
   1.00 GeV   2.641E-01  1.020E-04    9.36 mm   412.99 um    64.33 um  
   1.10 GeV   2.455E-01  9.349E-05   11.10 mm   481.35 um    75.96 um  
   1.20 GeV   2.299E-01  8.632E-05   12.97 mm   549.51 um    88.34 um  
   1.30 GeV   2.165E-01  8.020E-05   14.96 mm   617.77 um   101.46 um  
   1.40 GeV   2.050E-01  7.492E-05   17.07 mm   686.31 um   115.28 um  
   1.50 GeV   1.949E-01  7.032E-05   19.29 mm   755.20 um   129.78 um  
   1.60 GeV   1.861E-01  6.627E-05   21.62 mm   824.49 um   144.91 um  
   1.70 GeV   1.782E-01  6.267E-05   24.05 mm   894.18 um   160.66 um  
   1.80 GeV   1.712E-01  5.946E-05   26.59 mm   964.26 um   177.01 um  
   2.00 GeV   1.592E-01  5.396E-05   31.97 mm     1.23 mm   211.40 um  
   2.25 GeV   1.470E-01  4.841E-05   39.23 mm     1.60 mm   257.32 um  
   2.50 GeV   1.372E-01  4.393E-05   47.04 mm     1.95 mm   306.23 um  
   2.75 GeV   1.292E-01  4.023E-05   55.37 mm     2.28 mm   357.83 um  
   3.00 GeV   1.225E-01  3.712E-05   64.20 mm     2.60 mm   411.87 um  
   3.25 GeV   1.167E-01  3.447E-05   73.48 mm     2.91 mm   468.14 um  
   3.50 GeV   1.118E-01  3.219E-05   83.19 mm     3.22 mm   526.42 um  
