 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> April 17, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\1H_Al.txt.txt

 Ion = Hydrogen [1] , Mass = 1 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
999.999 eV    9.481E-02  1.015E-02     161 A       155 A       120 A   
   1.10 keV   9.943E-02  9.965E-03     176 A       164 A       128 A   
   1.20 keV   1.039E-01  9.787E-03     190 A       173 A       135 A   
   1.30 keV   1.081E-01  9.612E-03     205 A       182 A       142 A   
   1.40 keV   1.122E-01  9.443E-03     219 A       190 A       149 A   
   1.50 keV   1.161E-01  9.278E-03     233 A       198 A       156 A   
   1.60 keV   1.199E-01  9.119E-03     248 A       205 A       162 A   
   1.70 keV   1.236E-01  8.965E-03     262 A       212 A       169 A   
   1.80 keV   1.272E-01  8.816E-03     276 A       219 A       175 A   
   2.00 keV   1.341E-01  8.534E-03     304 A       233 A       187 A   
   2.25 keV   1.413E-01  8.208E-03     338 A       248 A       201 A   
   2.50 keV   1.480E-01  7.908E-03     373 A       263 A       214 A   
   2.75 keV   1.544E-01  7.633E-03     407 A       276 A       227 A   
   3.00 keV   1.605E-01  7.378E-03     441 A       289 A       239 A   
   3.25 keV   1.663E-01  7.143E-03     474 A       302 A       251 A   
   3.50 keV   1.719E-01  6.925E-03     508 A       313 A       263 A   
   3.75 keV   1.773E-01  6.722E-03     540 A       324 A       274 A   
   4.00 keV   1.825E-01  6.532E-03     573 A       335 A       285 A   
   4.50 keV   1.925E-01  6.189E-03     637 A       355 A       305 A   
   5.00 keV   2.021E-01  5.885E-03     701 A       373 A       324 A   
