 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> July 07, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\28Mg_tTi.txt

 Ion = Magnesium [12] , Mass = 28 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.50 MeV   9.437E+00  4.980E-02    5.73 um     5524 A      6848 A   
   7.00 MeV   9.735E+00  4.695E-02    5.95 um     5556 A      6914 A   
   8.00 MeV   1.023E+01  4.218E-02    6.38 um     5627 A      7031 A   
   9.00 MeV   1.061E+01  3.836E-02    6.79 um     5689 A      7132 A   
  10.00 MeV   1.091E+01  3.522E-02    7.20 um     5745 A      7221 A   
  11.00 MeV   1.113E+01  3.259E-02    7.59 um     5796 A      7301 A   
  12.00 MeV   1.129E+01  3.035E-02    7.97 um     5844 A      7374 A   
  13.00 MeV   1.140E+01  2.843E-02    8.36 um     5889 A      7442 A   
  14.00 MeV   1.148E+01  2.675E-02    8.74 um     5933 A      7505 A   
  15.00 MeV   1.152E+01  2.527E-02    9.11 um     5974 A      7565 A   
  16.00 MeV   1.154E+01  2.395E-02    9.49 um     6015 A      7622 A   
  17.00 MeV   1.154E+01  2.278E-02    9.86 um     6054 A      7676 A   
  18.00 MeV   1.152E+01  2.173E-02   10.24 um     6093 A      7729 A   
  20.00 MeV   1.144E+01  1.990E-02   11.00 um     6215 A      7829 A   
  22.50 MeV   1.129E+01  1.803E-02   11.95 um     6394 A      7948 A   
  25.00 MeV   1.111E+01  1.651E-02   12.92 um     6571 A      8061 A   
