 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> October 27, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\Uranium in Aluminum.txt

 Ion = Uranium [92] , Mass = 233 amu

 Target Density =  2.7020E+00 g/cm3 = 6.0305E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Al     13    100.00    100.00   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 MeV   1.576E+01  6.874E+00    1.68 um     1499 A      1520 A   
  11.00 MeV   1.620E+01  6.525E+00    1.84 um     1595 A      1634 A   
  12.00 MeV   1.657E+01  6.216E+00    2.00 um     1686 A      1745 A   
  13.00 MeV   1.686E+01  5.939E+00    2.16 um     1774 A      1853 A   
  14.00 MeV   1.711E+01  5.689E+00    2.32 um     1857 A      1959 A   
  15.00 MeV   1.733E+01  5.463E+00    2.48 um     1938 A      2062 A   
  16.00 MeV   1.752E+01  5.256E+00    2.64 um     2016 A      2163 A   
  17.00 MeV   1.770E+01  5.067E+00    2.80 um     2092 A      2262 A   
  18.00 MeV   1.787E+01  4.893E+00    2.96 um     2165 A      2359 A   
  20.00 MeV   1.821E+01  4.583E+00    3.28 um     2327 A      2549 A   
  22.50 MeV   1.868E+01  4.254E+00    3.68 um     2528 A      2777 A   
  25.00 MeV   1.923E+01  3.975E+00    4.08 um     2713 A      2995 A   
  27.50 MeV   1.988E+01  3.734E+00    4.47 um     2882 A      3202 A   
  30.00 MeV   2.061E+01  3.525E+00    4.85 um     3038 A      3399 A   
  32.50 MeV   2.143E+01  3.340E+00    5.23 um     3181 A      3586 A   
  35.00 MeV   2.232E+01  3.177E+00    5.59 um     3312 A      3763 A   
  37.50 MeV   2.327E+01  3.030E+00    5.95 um     3432 A      3929 A   
  40.00 MeV   2.427E+01  2.898E+00    6.29 um     3541 A      4085 A   
  45.00 MeV   2.639E+01  2.670E+00    6.95 um     3791 A      4370 A   
  50.00 MeV   2.859E+01  2.478E+00    7.56 um     3998 A      4621 A   
  55.00 MeV   3.082E+01  2.315E+00    8.13 um     4173 A      4844 A   
  60.00 MeV   3.305E+01  2.174E+00    8.67 um     4323 A      5041 A   
  65.00 MeV   3.525E+01  2.052E+00    9.18 um     4452 A      5218 A   
  70.00 MeV   3.740E+01  1.943E+00    9.66 um     4565 A      5377 A   
  80.00 MeV   4.151E+01  1.761E+00   10.55 um     4836 A      5651 A   
  90.00 MeV   4.534E+01  1.613E+00   11.37 um     5052 A      5880 A   
 100.00 MeV   4.890E+01  1.490E+00   12.13 um     5229 A      6074 A   
 110.00 MeV   5.220E+01  1.386E+00   12.84 um     5379 A      6242 A   
 120.00 MeV   5.526E+01  1.297E+00   13.51 um     5508 A      6389 A   
 130.00 MeV   5.810E+01  1.220E+00   14.14 um     5621 A      6520 A   
 140.00 MeV   6.074E+01  1.152E+00   14.75 um     5722 A      6637 A   
 150.00 MeV   6.321E+01  1.092E+00   15.34 um     5813 A      6743 A   
 160.00 MeV   6.552E+01  1.038E+00   15.90 um     5896 A      6840 A   
 170.00 MeV   6.769E+01  9.904E-01   16.45 um     5972 A      6929 A   
 180.00 MeV   6.973E+01  9.469E-01   16.98 um     6042 A      7011 A   
 200.00 MeV   7.348E+01  8.715E-01   18.00 um     6251 A      7157 A   
 225.00 MeV   7.766E+01  7.939E-01   19.21 um     6521 A      7316 A   
 250.00 MeV   8.137E+01  7.299E-01   20.36 um     6755 A      7453 A   
 275.00 MeV   8.469E+01  6.762E-01   21.46 um     6962 A      7574 A   
 300.00 MeV   8.771E+01  6.305E-01   22.53 um     7148 A      7682 A   
 325.00 MeV   9.045E+01  5.910E-01   23.56 um     7317 A      7779 A   
 350.00 MeV   9.296E+01  5.566E-01   24.56 um     7472 A      7868 A   
 375.00 MeV   9.527E+01  5.262E-01   25.53 um     7616 A      7950 A   
 400.00 MeV   9.739E+01  4.992E-01   26.49 um     7751 A      8026 A   
 450.00 MeV   1.012E+02  4.533E-01   28.34 um     8209 A      8162 A   
 500.00 MeV   1.044E+02  4.157E-01   30.13 um     8614 A      8283 A   
 550.00 MeV   1.063E+02  3.842E-01   31.88 um     8981 A      8392 A   
 600.00 MeV   1.081E+02  3.575E-01   33.60 um     9322 A      8492 A   
 650.00 MeV   1.098E+02  3.345E-01   35.29 um     9639 A      8584 A   
 700.00 MeV   1.113E+02  3.145E-01   36.96 um     9938 A      8671 A   
 800.00 MeV   1.135E+02  2.813E-01   40.24 um     1.10 um     8829 A   
 900.00 MeV   1.150E+02  2.548E-01   43.47 um     1.19 um     8971 A   
   1.00 GeV   1.160E+02  2.332E-01   46.67 um     1.28 um     9103 A   
   1.10 GeV   1.166E+02  2.152E-01   49.85 um     1.35 um     9226 A   
   1.20 GeV   1.168E+02  1.999E-01   53.01 um     1.43 um     9342 A   
   1.30 GeV   1.168E+02  1.867E-01   56.17 um     1.50 um     9452 A   
   1.40 GeV   1.166E+02  1.753E-01   59.34 um     1.56 um     9559 A   
   1.50 GeV   1.162E+02  1.653E-01   62.52 um     1.63 um     9662 A   
   1.60 GeV   1.156E+02  1.565E-01   65.70 um     1.69 um     9762 A   
   1.70 GeV   1.150E+02  1.486E-01   68.91 um     1.75 um     9860 A   
   1.80 GeV   1.143E+02  1.415E-01   72.13 um     1.81 um     9955 A   
   2.00 GeV   1.127E+02  1.292E-01   78.65 um     2.03 um     1.01 um  
   2.25 GeV   1.105E+02  1.168E-01   86.93 um     2.35 um     1.04 um  
   2.50 GeV   1.082E+02  1.066E-01   95.39 um     2.64 um     1.06 um  
   2.75 GeV   1.059E+02  9.821E-02  104.02 um     2.91 um     1.08 um  
   3.00 GeV   1.037E+02  9.108E-02  112.85 um     3.16 um     1.10 um  
   3.25 GeV   1.014E+02  8.497E-02  121.86 um     3.41 um     1.13 um  
   3.50 GeV   9.930E+01  7.967E-02  131.08 um     3.65 um     1.15 um  
   3.75 GeV   9.725E+01  7.503E-02  140.48 um     3.89 um     1.17 um  
   4.00 GeV   9.527E+01  7.092E-02  150.09 um     4.12 um     1.19 um  
   4.50 GeV   9.158E+01  6.399E-02  169.89 um     4.99 um     1.24 um  
   5.00 GeV   8.822E+01  5.836E-02  190.47 um     5.77 um     1.29 um  
   5.50 GeV   8.518E+01  5.368E-02  211.81 um     6.52 um     1.34 um  
   6.00 GeV   8.245E+01  4.974E-02  233.88 um     7.23 um     1.39 um  
   6.50 GeV   8.001E+01  4.636E-02  256.66 um     7.91 um     1.44 um  
   7.00 GeV   7.783E+01  4.343E-02  280.10 um     8.58 um     1.50 um  
   8.00 GeV   7.308E+01  3.861E-02  329.17 um    11.04 um     1.61 um  
   9.00 GeV   6.895E+01  3.479E-02  381.30 um    13.28 um     1.73 um  
  10.00 GeV   6.533E+01  3.169E-02  436.44 um    15.40 um     1.86 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  2.7019E+01                 eV / Angstrom 
  2.7019E+02                keV / micron   
  2.7019E+02                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  4.4804E+01                 eV / (1E15 atoms/cm2)
  2.5145E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
