 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\61Zn_CD2.txt

 Ion = Zinc [30] , Mass = 61 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  55.00 MeV   5.274E+01  1.220E-01   18.71 um     5313 A      5076 A   
  60.00 MeV   5.303E+01  1.135E-01   19.75 um     5525 A      5125 A   
  65.00 MeV   5.316E+01  1.061E-01   20.80 um     5726 A      5172 A   
  70.00 MeV   5.317E+01  9.966E-02   21.84 um     5920 A      5215 A   
  80.00 MeV   5.291E+01  8.902E-02   23.93 um     6629 A      5298 A   
  90.00 MeV   5.242E+01  8.056E-02   26.04 um     7278 A      5375 A   
 100.00 MeV   5.177E+01  7.366E-02   28.17 um     7886 A      5449 A   
 110.00 MeV   5.104E+01  6.791E-02   30.33 um     8465 A      5520 A   
 120.00 MeV   5.025E+01  6.304E-02   32.52 um     9022 A      5590 A   
 130.00 MeV   5.015E+01  5.886E-02   34.73 um     9555 A      5658 A   
 140.00 MeV   4.990E+01  5.524E-02   36.95 um     1.01 um     5724 A   
 150.00 MeV   4.927E+01  5.205E-02   39.18 um     1.06 um     5790 A   
 160.00 MeV   4.845E+01  4.924E-02   41.46 um     1.10 um     5855 A   
 170.00 MeV   4.766E+01  4.673E-02   43.77 um     1.15 um     5920 A   
 180.00 MeV   4.690E+01  4.448E-02   46.11 um     1.20 um     5985 A   
 200.00 MeV   4.547E+01  4.061E-02   50.92 um     1.38 um     6116 A   
 225.00 MeV   4.383E+01  3.667E-02   57.14 um     1.64 um     6283 A   
 250.00 MeV   4.233E+01  3.346E-02   63.59 um     1.87 um     6453 A   
 275.00 MeV   4.095E+01  3.079E-02   70.25 um     2.10 um     6627 A   
 300.00 MeV   3.967E+01  2.854E-02   77.14 um     2.32 um     6807 A   
 325.00 MeV   3.848E+01  2.662E-02   84.25 um     2.53 um     6991 A   
 350.00 MeV   3.736E+01  2.494E-02   91.57 um     2.73 um     7182 A   
 375.00 MeV   3.632E+01  2.348E-02   99.11 um     2.93 um     7378 A   
 400.00 MeV   3.533E+01  2.219E-02  106.86 um     3.13 um     7580 A   
 450.00 MeV   3.352E+01  2.001E-02  123.00 um     3.88 um     8002 A   
 500.00 MeV   3.189E+01  1.824E-02  139.98 um     4.56 um     8449 A   
 550.00 MeV   3.041E+01  1.677E-02  157.82 um     5.21 um     8921 A   
 600.00 MeV   2.906E+01  1.553E-02  176.50 um     5.85 um     9418 A   
 650.00 MeV   2.783E+01  1.447E-02  196.03 um     6.47 um     9940 A   
 700.00 MeV   2.670E+01  1.355E-02  216.41 um     7.08 um     1.05 um  
 800.00 MeV   2.468E+01  1.204E-02  259.69 um     9.36 um     1.17 um  
 900.00 MeV   2.296E+01  1.084E-02  306.36 um    11.46 um     1.29 um  
   1.00 GeV   2.147E+01  9.870E-03  356.40 um    13.47 um     1.43 um  
   1.10 GeV   2.018E+01  9.067E-03  409.78 um    15.45 um     1.57 um  
   1.20 GeV   1.905E+01  8.390E-03  466.45 um    17.40 um     1.73 um  
   1.30 GeV   1.805E+01  7.811E-03  526.37 um    19.36 um     1.89 um  
   1.40 GeV   1.717E+01  7.310E-03  589.47 um    21.32 um     2.07 um  
   1.50 GeV   1.639E+01  6.873E-03  655.69 um    23.29 um     2.25 um  
   1.60 GeV   1.569E+01  6.487E-03  724.96 um    25.27 um     2.43 um  
   1.70 GeV   1.507E+01  6.144E-03  797.21 um    27.26 um     2.63 um  
   1.80 GeV   1.450E+01  5.837E-03  872.37 um    29.26 um     2.83 um  
