 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\2H_Si.txt

 Ion = Hydrogen [1] , Mass = 2 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.322E-01  8.258E-03    1630 A       691 A       634 A   
  11.00 keV   2.420E-01  7.816E-03    1769 A       719 A       666 A   
  12.00 keV   2.511E-01  7.426E-03    1905 A       744 A       697 A   
  13.00 keV   2.598E-01  7.079E-03    2039 A       767 A       727 A   
  14.00 keV   2.680E-01  6.767E-03    2171 A       789 A       755 A   
  15.00 keV   2.760E-01  6.485E-03    2300 A       810 A       781 A   
  16.00 keV   2.839E-01  6.230E-03    2427 A       829 A       806 A   
  17.00 keV   2.916E-01  5.996E-03    2552 A       846 A       830 A   
  18.00 keV   2.992E-01  5.782E-03    2675 A       863 A       853 A   
  20.00 keV   3.142E-01  5.402E-03    2914 A       894 A       896 A   
  22.50 keV   3.326E-01  5.000E-03    3202 A       928 A       945 A   
  25.00 keV   3.502E-01  4.661E-03    3479 A       958 A       989 A   
  27.50 keV   3.670E-01  4.370E-03    3746 A       985 A      1030 A   
  30.00 keV   3.828E-01  4.118E-03    4004 A      1009 A      1067 A   
  32.50 keV   3.976E-01  3.896E-03    4254 A      1031 A      1102 A   
  35.00 keV   4.114E-01  3.700E-03    4497 A      1050 A      1134 A   
  37.50 keV   4.243E-01  3.525E-03    4733 A      1068 A      1164 A   
  40.00 keV   4.361E-01  3.367E-03    4964 A      1085 A      1192 A   
  45.00 keV   4.570E-01  3.095E-03    5413 A      1116 A      1244 A   
