 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 08, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\12C_Si.txt

 Ion = Carbon [6] , Mass = 12 amu

 Target Density =  2.3212E+00 g/cm3 = 4.9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100.00    100.00   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   7.00 MeV   4.795E+00  7.725E-03    6.74 um     2813 A      3360 A   
   8.00 MeV   4.703E+00  6.902E-03    7.65 um     3132 A      3516 A   
   9.00 MeV   4.614E+00  6.247E-03    8.57 um     3431 A      3669 A   
  10.00 MeV   4.530E+00  5.713E-03    9.51 um     3717 A      3820 A   
  11.00 MeV   4.448E+00  5.267E-03   10.47 um     3991 A      3970 A   
  12.00 MeV   4.370E+00  4.890E-03   11.44 um     4257 A      4120 A   
  13.00 MeV   4.294E+00  4.567E-03   12.43 um     4515 A      4270 A   
  14.00 MeV   4.220E+00  4.286E-03   13.44 um     4768 A      4419 A   
  15.00 MeV   4.149E+00  4.039E-03   14.47 um     5017 A      4569 A   
  16.00 MeV   4.080E+00  3.821E-03   15.52 um     5262 A      4720 A   
  17.00 MeV   4.012E+00  3.627E-03   16.58 um     5503 A      4871 A   
  18.00 MeV   3.947E+00  3.453E-03   17.66 um     5742 A      5022 A   
  20.00 MeV   3.821E+00  3.152E-03   19.88 um     6598 A      5329 A   
  22.50 MeV   3.672E+00  2.847E-03   22.75 um     7812 A      5718 A   
  25.00 MeV   3.534E+00  2.598E-03   25.73 um     8941 A      6115 A   
  27.50 MeV   3.384E+00  2.391E-03   28.85 um     1.00 um     6522 A   
  30.00 MeV   3.233E+00  2.217E-03   32.10 um     1.11 um     6941 A   
  32.50 MeV   3.106E+00  2.067E-03   35.49 um     1.21 um     7373 A   
  35.00 MeV   2.988E+00  1.938E-03   39.03 um     1.32 um     7818 A   
  37.50 MeV   2.877E+00  1.824E-03   42.70 um     1.42 um     8277 A   
  40.00 MeV   2.773E+00  1.724E-03   46.51 um     1.53 um     8750 A   
  45.00 MeV   2.584E+00  1.555E-03   54.55 um     1.92 um     9739 A   
  50.00 MeV   2.418E+00  1.417E-03   63.16 um     2.28 um     1.08 um  
  55.00 MeV   2.270E+00  1.303E-03   72.35 um     2.64 um     1.19 um  
  60.00 MeV   2.138E+00  1.207E-03   82.12 um     2.99 um     1.31 um  
  65.00 MeV   2.020E+00  1.124E-03   92.48 um     3.34 um     1.43 um  
  70.00 MeV   1.914E+00  1.053E-03  103.43 um     3.70 um     1.56 um  
  80.00 MeV   1.731E+00  9.356E-04  127.09 um     5.01 um     1.84 um  
  90.00 MeV   1.581E+00  8.428E-04  153.13 um     6.24 um     2.15 um  
 100.00 MeV   1.455E+00  7.674E-04  181.52 um     7.45 um     2.48 um  
 110.00 MeV   1.348E+00  7.050E-04  212.27 um     8.65 um     2.84 um  
 120.00 MeV   1.257E+00  6.524E-04  245.35 um     9.86 um     3.22 um  
 130.00 MeV   1.178E+00  6.074E-04  280.74 um    11.09 um     3.63 um  
 140.00 MeV   1.110E+00  5.685E-04  318.40 um    12.34 um     4.07 um  
 150.00 MeV   1.049E+00  5.345E-04  358.30 um    13.60 um     4.53 um  
 160.00 MeV   9.961E-01  5.046E-04  400.42 um    14.89 um     5.02 um  
 170.00 MeV   9.486E-01  4.779E-04  444.72 um    16.19 um     5.53 um  
 180.00 MeV   9.060E-01  4.540E-04  491.17 um    17.52 um     6.06 um  
 200.00 MeV   8.328E-01  4.131E-04  590.33 um    22.52 um     7.20 um  
 225.00 MeV   7.584E-01  3.716E-04  725.82 um    29.67 um     8.75 um  
 250.00 MeV   6.979E-01  3.380E-04  873.82 um    36.42 um    10.44 um  
 275.00 MeV   6.475E-01  3.102E-04    1.03 mm    43.00 um    12.26 um  
 300.00 MeV   6.047E-01  2.868E-04    1.21 mm    49.53 um    14.21 um  
 325.00 MeV   5.678E-01  2.669E-04    1.39 mm    56.06 um    16.28 um  
 350.00 MeV   5.356E-01  2.496E-04    1.59 mm    62.63 um    18.47 um  
 375.00 MeV   5.070E-01  2.345E-04    1.79 mm    69.26 um    20.79 um  
 400.00 MeV   4.817E-01  2.212E-04    2.01 mm    75.96 um    23.22 um  
 450.00 MeV   4.387E-01  1.989E-04    2.48 mm   101.10 um    28.43 um  
 500.00 MeV   4.036E-01  1.808E-04    2.99 mm   124.66 um    34.09 um  
 550.00 MeV   3.744E-01  1.658E-04    3.54 mm   147.57 um    40.18 um  
 600.00 MeV   3.496E-01  1.532E-04    4.14 mm   170.25 um    46.69 um  
