 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 01, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\45Ca_CD2.txt

 Ion = Calcium [20] , Mass = 44.956 amu

 Target Density =  9.3000E-01 g/cm3 = 1.0483E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   7.274E-01  4.342E+00     260 A        60 A        49 A   
  11.00 keV   7.629E-01  4.376E+00     279 A        64 A        52 A   
  12.00 keV   7.968E-01  4.403E+00     298 A        67 A        55 A   
  13.00 keV   8.294E-01  4.422E+00     316 A        71 A        58 A   
  14.00 keV   8.607E-01  4.437E+00     335 A        75 A        61 A   
  15.00 keV   8.909E-01  4.447E+00     353 A        78 A        64 A   
  16.00 keV   9.201E-01  4.454E+00     372 A        82 A        67 A   
  17.00 keV   9.484E-01  4.457E+00     390 A        85 A        69 A   
  18.00 keV   9.759E-01  4.458E+00     408 A        88 A        72 A   
  20.00 keV   1.029E+00  4.453E+00     444 A        95 A        78 A   
  22.50 keV   1.091E+00  4.438E+00     489 A       103 A        85 A   
  25.00 keV   1.150E+00  4.415E+00     533 A       111 A        91 A   
  27.50 keV   1.206E+00  4.387E+00     578 A       119 A        98 A   
  30.00 keV   1.260E+00  4.355E+00     622 A       127 A       104 A   
  32.50 keV   1.311E+00  4.320E+00     666 A       135 A       111 A   
  35.00 keV   1.361E+00  4.284E+00     710 A       142 A       117 A   
  37.50 keV   1.409E+00  4.246E+00     754 A       150 A       123 A   
  40.00 keV   1.455E+00  4.208E+00     798 A       157 A       129 A   
  45.00 keV   1.543E+00  4.130E+00     886 A       172 A       141 A   
