 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\21Ne_CD2.txt

 Ion = Neon [10] , Mass = 21 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   6.50 MeV   1.516E+01  3.923E-02    8.11 um     2907 A      3493 A   
   7.00 MeV   1.545E+01  3.687E-02    8.47 um     2960 A      3529 A   
   8.00 MeV   1.591E+01  3.296E-02    9.18 um     3138 A      3594 A   
   9.00 MeV   1.623E+01  2.985E-02    9.87 um     3298 A      3652 A   
  10.00 MeV   1.643E+01  2.730E-02   10.55 um     3446 A      3704 A   
  11.00 MeV   1.655E+01  2.518E-02   11.22 um     3584 A      3753 A   
  12.00 MeV   1.659E+01  2.339E-02   11.89 um     3716 A      3798 A   
  13.00 MeV   1.657E+01  2.184E-02   12.56 um     3842 A      3840 A   
  14.00 MeV   1.651E+01  2.051E-02   13.23 um     3965 A      3881 A   
  15.00 MeV   1.641E+01  1.933E-02   13.90 um     4086 A      3921 A   
  16.00 MeV   1.628E+01  1.829E-02   14.58 um     4204 A      3959 A   
  17.00 MeV   1.613E+01  1.736E-02   15.27 um     4321 A      3996 A   
  18.00 MeV   1.597E+01  1.653E-02   15.96 um     4436 A      4032 A   
  20.00 MeV   1.560E+01  1.510E-02   17.37 um     4873 A      4104 A   
  22.50 MeV   1.511E+01  1.364E-02   19.17 um     5516 A      4191 A   
  25.00 MeV   1.461E+01  1.245E-02   21.04 um     6128 A      4278 A   
  27.50 MeV   1.412E+01  1.146E-02   22.97 um     6721 A      4366 A   
  30.00 MeV   1.364E+01  1.063E-02   24.97 um     7303 A      4454 A   
  32.50 MeV   1.319E+01  9.913E-03   27.04 um     7878 A      4544 A   
  35.00 MeV   1.276E+01  9.293E-03   29.18 um     8450 A      4636 A   
  37.50 MeV   1.235E+01  8.750E-03   31.39 um     9021 A      4731 A   
  40.00 MeV   1.197E+01  8.271E-03   33.68 um     9592 A      4828 A   
  45.00 MeV   1.144E+01  7.460E-03   38.42 um     1.17 um     5029 A   
  50.00 MeV   1.096E+01  6.802E-03   43.38 um     1.37 um     5240 A   
  55.00 MeV   1.039E+01  6.256E-03   48.59 um     1.56 um     5462 A   
  60.00 MeV   9.886E+00  5.795E-03   54.07 um     1.74 um     5697 A   
  65.00 MeV   9.436E+00  5.400E-03   59.82 um     1.92 um     5945 A   
  70.00 MeV   9.033E+00  5.058E-03   65.83 um     2.10 um     6206 A   
  80.00 MeV   8.339E+00  4.495E-03   78.63 um     2.78 um     6768 A   
  90.00 MeV   7.760E+00  4.050E-03   92.44 um     3.40 um     7382 A   
 100.00 MeV   7.268E+00  3.689E-03  107.24 um     3.99 um     8048 A   
 110.00 MeV   6.841E+00  3.389E-03  122.99 um     4.58 um     8763 A   
 120.00 MeV   6.466E+00  3.137E-03  139.70 um     5.15 um     9527 A   
 130.00 MeV   6.134E+00  2.921E-03  157.34 um     5.73 um     1.03 um  
 140.00 MeV   5.836E+00  2.734E-03  175.90 um     6.31 um     1.12 um  
 150.00 MeV   5.566E+00  2.571E-03  195.40 um     6.89 um     1.21 um  
 160.00 MeV   5.321E+00  2.427E-03  215.81 um     7.47 um     1.30 um  
 170.00 MeV   5.096E+00  2.299E-03  237.14 um     8.06 um     1.40 um  
 180.00 MeV   4.889E+00  2.185E-03  259.40 um     8.66 um     1.51 um  
 200.00 MeV   4.520E+00  1.988E-03  306.67 um    10.95 um     1.72 um  
 225.00 MeV   4.127E+00  1.789E-03  370.98 um    14.24 um     2.02 um  
 250.00 MeV   3.794E+00  1.627E-03  441.18 um    17.37 um     2.35 um  
 275.00 MeV   3.507E+00  1.494E-03  517.35 um    20.45 um     2.70 um  
 300.00 MeV   3.258E+00  1.381E-03  599.53 um    23.54 um     3.07 um  
 325.00 MeV   3.041E+00  1.285E-03  687.79 um    26.65 um     3.48 um  
 350.00 MeV   2.850E+00  1.202E-03  782.14 um    29.82 um     3.91 um  
 375.00 MeV   2.682E+00  1.130E-03  882.60 um    33.05 um     4.37 um  
 400.00 MeV   2.534E+00  1.066E-03  989.13 um    36.34 um     4.85 um  
 450.00 MeV   2.287E+00  9.581E-04    1.22 mm    48.88 um     5.91 um  
 500.00 MeV   2.093E+00  8.710E-04    1.47 mm    60.69 um     7.07 um  
 550.00 MeV   1.940E+00  7.990E-04    1.75 mm    72.17 um     8.32 um  
 600.00 MeV   1.821E+00  7.384E-04    2.05 mm    83.43 um     9.67 um  
 650.00 MeV   1.719E+00  6.867E-04    2.36 mm    94.55 um    11.10 um  
 700.00 MeV   1.618E+00  6.420E-04    2.69 mm   105.68 um    12.61 um  
 800.00 MeV   1.450E+00  5.686E-04    3.42 mm   147.40 um    15.88 um  
 900.00 MeV   1.318E+00  5.109E-04    4.22 mm   186.23 um    19.48 um  
   1.00 GeV   1.210E+00  4.641E-04    5.10 mm   224.09 um    23.41 um  
   1.10 GeV   1.121E+00  4.255E-04    6.06 mm   261.69 um    27.65 um  
   1.20 GeV   1.045E+00  3.930E-04    7.08 mm   299.39 um    32.19 um  
   1.30 GeV   9.804E-01  3.653E-04    8.18 mm   337.37 um    37.02 um  
   1.40 GeV   9.244E-01  3.414E-04    9.35 mm   375.71 um    42.15 um  
