 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> August 01, 2023 
 ==================================================================

 Disk File Name = SRIM Outputs\49Ca_CD2.txt

 Ion = Calcium [20] , Mass = 48.956 amu

 Target Density =  9.3000E-01 g/cm3 = 1.0483E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   7.00 MeV   2.059E+01  2.627E-01    6.45 um     2704 A      3294 A   
   8.00 MeV   2.236E+01  2.364E-01    6.95 um     2818 A      3382 A   
   9.00 MeV   2.396E+01  2.152E-01    7.41 um     2912 A      3455 A   
  10.00 MeV   2.538E+01  1.978E-01    7.84 um     2992 A      3517 A   
  11.00 MeV   2.665E+01  1.832E-01    8.25 um     3062 A      3572 A   
  12.00 MeV   2.779E+01  1.708E-01    8.64 um     3123 A      3619 A   
  13.00 MeV   2.881E+01  1.600E-01    9.02 um     3179 A      3662 A   
  14.00 MeV   2.972E+01  1.507E-01    9.38 um     3230 A      3701 A   
  15.00 MeV   3.054E+01  1.424E-01    9.74 um     3277 A      3737 A   
  16.00 MeV   3.127E+01  1.351E-01   10.08 um     3321 A      3770 A   
  17.00 MeV   3.193E+01  1.285E-01   10.42 um     3363 A      3800 A   
  18.00 MeV   3.253E+01  1.226E-01   10.75 um     3402 A      3828 A   
  20.00 MeV   3.356E+01  1.124E-01   11.40 um     3534 A      3880 A   
  22.50 MeV   3.457E+01  1.020E-01   12.19 um     3716 A      3937 A   
  25.00 MeV   3.534E+01  9.342E-02   12.95 um     3881 A      3988 A   
  27.50 MeV   3.592E+01  8.628E-02   13.70 um     4033 A      4034 A   
  30.00 MeV   3.633E+01  8.022E-02   14.45 um     4175 A      4077 A   
  32.50 MeV   3.661E+01  7.500E-02   15.18 um     4310 A      4116 A   
  35.00 MeV   3.677E+01  7.047E-02   15.91 um     4439 A      4154 A   
  37.50 MeV   3.685E+01  6.649E-02   16.64 um     4563 A      4189 A   
  40.00 MeV   3.685E+01  6.296E-02   17.37 um     4683 A      4223 A   
  45.00 MeV   3.668E+01  5.698E-02   18.83 um     5128 A      4287 A   
  50.00 MeV   3.635E+01  5.210E-02   20.30 um     5542 A      4348 A   
  55.00 MeV   3.591E+01  4.804E-02   21.79 um     5935 A      4406 A   
  60.00 MeV   3.539E+01  4.460E-02   23.29 um     6313 A      4462 A   
  65.00 MeV   3.484E+01  4.165E-02   24.82 um     6679 A      4517 A   
  70.00 MeV   3.426E+01  3.909E-02   26.37 um     7038 A      4571 A   
  80.00 MeV   3.308E+01  3.485E-02   29.57 um     8372 A      4677 A   
  90.00 MeV   3.191E+01  3.148E-02   32.87 um     9599 A      4784 A   
 100.00 MeV   3.095E+01  2.874E-02   36.29 um     1.08 um     4891 A   
 110.00 MeV   3.043E+01  2.647E-02   39.79 um     1.18 um     4999 A   
 120.00 MeV   2.961E+01  2.454E-02   43.37 um     1.29 um     5108 A   
 130.00 MeV   2.865E+01  2.289E-02   47.06 um     1.39 um     5219 A   
 140.00 MeV   2.777E+01  2.146E-02   50.87 um     1.49 um     5332 A   
 150.00 MeV   2.695E+01  2.021E-02   54.80 um     1.59 um     5449 A   
 160.00 MeV   2.620E+01  1.910E-02   58.84 um     1.69 um     5569 A   
 170.00 MeV   2.549E+01  1.812E-02   63.00 um     1.79 um     5692 A   
 180.00 MeV   2.483E+01  1.723E-02   67.27 um     1.89 um     5819 A   
 200.00 MeV   2.364E+01  1.571E-02   76.15 um     2.27 um     6083 A   
 225.00 MeV   2.233E+01  1.417E-02   87.85 um     2.81 um     6433 A   
 250.00 MeV   2.118E+01  1.292E-02  100.20 um     3.31 um     6806 A   
 275.00 MeV   2.017E+01  1.188E-02  113.21 um     3.79 um     7201 A   
 300.00 MeV   1.926E+01  1.100E-02  126.84 um     4.25 um     7619 A   
 325.00 MeV   1.845E+01  1.025E-02  141.10 um     4.71 um     8058 A   
 350.00 MeV   1.770E+01  9.597E-03  155.97 um     5.16 um     8519 A   
 375.00 MeV   1.702E+01  9.029E-03  171.45 um     5.61 um     9000 A   
 400.00 MeV   1.640E+01  8.527E-03  187.54 um     6.05 um     9502 A   
 450.00 MeV   1.529E+01  7.680E-03  221.49 um     7.73 um     1.06 um  
 500.00 MeV   1.432E+01  6.993E-03  257.82 um     9.28 um     1.17 um  
 550.00 MeV   1.348E+01  6.424E-03  296.51 um    10.78 um     1.29 um  
 600.00 MeV   1.274E+01  5.945E-03  337.53 um    12.24 um     1.42 um  
 650.00 MeV   1.208E+01  5.535E-03  380.87 um    13.70 um     1.56 um  
 700.00 MeV   1.148E+01  5.181E-03  426.52 um    15.14 um     1.70 um  
 800.00 MeV   1.047E+01  4.597E-03  524.61 um    20.55 um     2.01 um  
 900.00 MeV   9.630E+00  4.137E-03  631.72 um    25.53 um     2.34 um  
   1.00 GeV   8.929E+00  3.764E-03  747.69 um    30.35 um     2.70 um  
   1.10 GeV   8.336E+00  3.455E-03  872.32 um    35.11 um     3.08 um  
   1.20 GeV   7.828E+00  3.195E-03    1.01 mm    39.84 um     3.49 um  
   1.30 GeV   7.388E+00  2.973E-03    1.15 mm    44.59 um     3.92 um  
   1.40 GeV   7.002E+00  2.781E-03    1.30 mm    49.36 um     4.38 um  
   1.50 GeV   6.658E+00  2.613E-03    1.45 mm    54.16 um     4.85 um  
   1.60 GeV   6.343E+00  2.465E-03    1.62 mm    59.00 um     5.35 um  
   1.70 GeV   6.061E+00  2.334E-03    1.79 mm    63.91 um     5.87 um  
   1.80 GeV   5.806E+00  2.217E-03    1.97 mm    68.86 um     6.41 um  
   2.00 GeV   5.362E+00  2.015E-03    2.36 mm    87.85 um     7.55 um  
   2.25 GeV   4.906E+00  1.812E-03    2.88 mm   114.98 um     9.09 um  
   2.50 GeV   4.532E+00  1.647E-03    3.45 mm   140.47 um    10.76 um  
   2.75 GeV   4.209E+00  1.510E-03    4.07 mm   165.29 um    12.54 um  
   3.00 GeV   3.932E+00  1.395E-03    4.73 mm   189.92 um    14.45 um  
   3.25 GeV   3.694E+00  1.298E-03    5.44 mm   214.56 um    16.47 um  
   3.50 GeV   3.488E+00  1.213E-03    6.18 mm   239.31 um    18.60 um  
   3.75 GeV   3.307E+00  1.139E-03    6.98 mm   264.23 um    20.85 um  
   4.00 GeV   3.148E+00  1.074E-03    7.81 mm   289.34 um    23.20 um  
   4.50 GeV   2.878E+00  9.649E-04    9.60 mm   384.25 um    28.23 um  
   5.00 GeV   2.659E+00  8.765E-04   11.54 mm   472.54 um    33.65 um  
   5.50 GeV   2.478E+00  8.035E-04   13.63 mm   557.82 um    39.46 um  
   6.00 GeV   2.325E+00  7.421E-04   15.87 mm   641.59 um    45.63 um  
   6.50 GeV   2.195E+00  6.898E-04   18.25 mm   724.62 um    52.14 um  
   7.00 GeV   2.082E+00  6.446E-04   20.77 mm   807.30 um    58.98 um  
   8.00 GeV   1.897E+00  5.704E-04   26.18 mm     1.11 mm    73.57 um  
   9.00 GeV   1.752E+00  5.120E-04   32.08 mm     1.39 mm    89.30 um  
  10.00 GeV   1.635E+00  4.649E-04   38.44 mm     1.66 mm   106.06 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  9.2997E+00                 eV / Angstrom 
  9.2997E+01                keV / micron   
  9.2997E+01                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  8.8711E+00                 eV / (1E15 atoms/cm2)
  6.6460E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
