 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\30Mg_CD2.txt

 Ion = Magnesium [12] , Mass = 30 amu

 Target Density =  9.0000E-01 g/cm3 = 1.0156E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = -1.56%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 140.00 MeV   9.608E+00  5.339E-03  116.48 um     3.94 um     8523 A   
 150.00 MeV   9.215E+00  5.023E-03  128.29 um     4.28 um     8964 A   
 160.00 MeV   8.859E+00  4.743E-03  140.58 um     4.62 um     9427 A   
 170.00 MeV   8.534E+00  4.495E-03  153.36 um     4.97 um     9913 A   
 180.00 MeV   8.235E+00  4.272E-03  166.61 um     5.31 um     1.04 um  
 200.00 MeV   7.704E+00  3.890E-03  194.51 um     6.62 um     1.15 um  
 225.00 MeV   7.138E+00  3.502E-03  231.96 um     8.48 um     1.30 um  
 250.00 MeV   6.656E+00  3.188E-03  272.26 um    10.23 um     1.46 um  
 275.00 MeV   6.238E+00  2.928E-03  315.37 um    11.91 um     1.63 um  
 300.00 MeV   5.872E+00  2.708E-03  361.26 um    13.57 um     1.81 um  
 325.00 MeV   5.548E+00  2.521E-03  409.92 um    15.22 um     2.00 um  
 350.00 MeV   5.259E+00  2.359E-03  461.34 um    16.87 um     2.20 um  
 375.00 MeV   4.999E+00  2.217E-03  515.51 um    18.54 um     2.42 um  
 400.00 MeV   4.764E+00  2.092E-03  572.42 um    20.22 um     2.64 um  
 450.00 MeV   4.355E+00  1.882E-03  694.40 um    26.59 um     3.12 um  
 500.00 MeV   4.013E+00  1.712E-03  827.29 um    32.58 um     3.65 um  
 550.00 MeV   3.723E+00  1.571E-03  971.03 um    38.41 um     4.21 um  
 600.00 MeV   3.474E+00  1.452E-03    1.13 mm    44.21 um     4.81 um  
 650.00 MeV   3.258E+00  1.351E-03    1.29 mm    50.01 um     5.45 um  
 700.00 MeV   3.071E+00  1.264E-03    1.47 mm    55.86 um     6.13 um  
 800.00 MeV   2.761E+00  1.120E-03    1.85 mm    77.72 um     7.60 um  
 900.00 MeV   2.516E+00  1.007E-03    2.27 mm    98.00 um     9.21 um  
   1.00 GeV   2.310E+00  9.149E-04    2.73 mm   117.75 um    10.97 um  
   1.10 GeV   2.138E+00  8.391E-04    3.23 mm   137.39 um    12.87 um  
   1.20 GeV   1.993E+00  7.753E-04    3.77 mm   157.12 um    14.90 um  
   1.30 GeV   1.868E+00  7.209E-04    4.34 mm   177.02 um    17.07 um  
   1.40 GeV   1.760E+00  6.739E-04    4.96 mm   197.15 um    19.37 um  
   1.50 GeV   1.665E+00  6.329E-04    5.61 mm   217.54 um    21.79 um  
   1.60 GeV   1.581E+00  5.968E-04    6.29 mm   238.18 um    24.35 um  
   1.70 GeV   1.506E+00  5.647E-04    7.01 mm   259.10 um    27.02 um  
   1.80 GeV   1.439E+00  5.360E-04    7.77 mm   280.28 um    29.82 um  
   2.00 GeV   1.324E+00  4.869E-04    9.38 mm   361.26 um    35.77 um  
   2.25 GeV   1.207E+00  4.372E-04   11.57 mm   476.73 um    43.85 um  
   2.50 GeV   1.113E+00  3.971E-04   13.97 mm   585.17 um    52.61 um  
   2.75 GeV   1.034E+00  3.639E-04   16.56 mm   690.55 um    62.02 um  
   3.00 GeV   9.680E-01  3.361E-04   19.34 mm   794.58 um    72.05 um  
   3.25 GeV   9.116E-01  3.123E-04   22.30 mm   898.12 um    82.68 um  
   3.50 GeV   8.628E-01  2.918E-04   25.43 mm     1.00 mm    93.88 um  
   3.75 GeV   8.203E-01  2.739E-04   28.73 mm     1.11 mm   105.62 um  
   4.00 GeV   7.828E-01  2.582E-04   32.20 mm     1.21 mm   117.89 um  
   4.50 GeV   7.198E-01  2.317E-04   39.60 mm     1.60 mm   143.94 um  
   5.00 GeV   6.690E-01  2.103E-04   47.61 mm     1.96 mm   171.85 um  
