 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> January 28, 2022 
 ==================================================================

 Disk File Name = SRIM Outputs\142Xe_tTi.txt

 Ion = Xenon [54] , Mass = 142 amu

 Target Density =  2.2952E+00 g/cm3 = 5.4309E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Ti     22    050.00    097.94   
      H      1    050.00    002.06   
 ====================================
 Bragg Correction = 0.00%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
  10.00 keV   2.668E-01  4.142E+00     143 A        54 A        40 A   
  11.00 keV   2.799E-01  4.280E+00     151 A        56 A        42 A   
  12.00 keV   2.923E-01  4.408E+00     158 A        59 A        44 A   
  13.00 keV   3.043E-01  4.526E+00     166 A        61 A        45 A   
  14.00 keV   3.157E-01  4.636E+00     173 A        63 A        47 A   
  15.00 keV   3.268E-01  4.738E+00     180 A        65 A        49 A   
  16.00 keV   3.375E-01  4.834E+00     187 A        68 A        51 A   
  17.00 keV   3.479E-01  4.924E+00     193 A        70 A        52 A   
  18.00 keV   3.580E-01  5.009E+00     200 A        72 A        54 A   
  20.00 keV   3.774E-01  5.165E+00     213 A        75 A        57 A   
  22.50 keV   4.003E-01  5.339E+00     229 A        80 A        61 A   
  25.00 keV   4.219E-01  5.493E+00     244 A        85 A        64 A   
  27.50 keV   4.425E-01  5.631E+00     259 A        89 A        68 A   
  30.00 keV   4.622E-01  5.755E+00     273 A        93 A        71 A   
  32.50 keV   4.811E-01  5.867E+00     287 A        97 A        74 A   
  35.00 keV   4.992E-01  5.970E+00     301 A       101 A        78 A   
  37.50 keV   5.167E-01  6.064E+00     315 A       105 A        81 A   
  40.00 keV   5.337E-01  6.151E+00     329 A       109 A        84 A   
  45.00 keV   5.661E-01  6.304E+00     355 A       117 A        90 A   
