 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 05, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\144Ce_CD2.txt

 Ion = Cerium [58] , Mass = 144 amu

 Target Density =  9.3000E-01 g/cm3 = 1.1979E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   8.00 MeV   1.591E+01  4.249E+00    4.88 um     2773 A      2986 A   
   9.00 MeV   1.730E+01  3.945E+00    5.39 um     2975 A      3208 A   
  10.00 MeV   1.872E+01  3.687E+00    5.88 um     3149 A      3408 A   
  11.00 MeV   2.017E+01  3.465E+00    6.35 um     3298 A      3588 A   
  12.00 MeV   2.165E+01  3.272E+00    6.79 um     3428 A      3751 A   
  13.00 MeV   2.315E+01  3.101E+00    7.20 um     3542 A      3898 A   
  14.00 MeV   2.465E+01  2.950E+00    7.60 um     3642 A      4031 A   
  15.00 MeV   2.615E+01  2.814E+00    7.98 um     3731 A      4153 A   
  16.00 MeV   2.765E+01  2.692E+00    8.34 um     3810 A      4264 A   
  17.00 MeV   2.914E+01  2.582E+00    8.69 um     3881 A      4365 A   
  18.00 MeV   3.060E+01  2.481E+00    9.02 um     3946 A      4459 A   
  20.00 MeV   3.348E+01  2.303E+00    9.64 um     4104 A      4624 A   
  22.50 MeV   3.691E+01  2.118E+00   10.36 um     4290 A      4800 A   
  25.00 MeV   4.014E+01  1.963E+00   11.02 um     4441 A      4948 A   
  27.50 MeV   4.317E+01  1.832E+00   11.63 um     4567 A      5075 A   
  30.00 MeV   4.598E+01  1.719E+00   12.21 um     4676 A      5186 A   
  32.50 MeV   4.859E+01  1.620E+00   12.76 um     4770 A      5284 A   
  35.00 MeV   5.102E+01  1.533E+00   13.28 um     4853 A      5372 A   
  37.50 MeV   5.329E+01  1.456E+00   13.78 um     4928 A      5451 A   
  40.00 MeV   5.540E+01  1.387E+00   14.26 um     4996 A      5522 A   
  45.00 MeV   5.923E+01  1.269E+00   15.18 um     5196 A      5648 A   
  50.00 MeV   6.263E+01  1.171E+00   16.04 um     5367 A      5755 A   
  55.00 MeV   6.567E+01  1.088E+00   16.87 um     5516 A      5849 A   
  60.00 MeV   6.842E+01  1.017E+00   17.65 um     5648 A      5933 A   
  65.00 MeV   7.092E+01  9.559E-01   18.42 um     5768 A      6007 A   
  70.00 MeV   7.320E+01  9.022E-01   19.15 um     5877 A      6075 A   
  80.00 MeV   7.722E+01  8.123E-01   20.56 um     6234 A      6193 A   
  90.00 MeV   8.063E+01  7.401E-01   21.91 um     6540 A      6295 A   
 100.00 MeV   8.355E+01  6.806E-01   23.21 um     6811 A      6384 A   
 110.00 MeV   8.606E+01  6.306E-01   24.47 um     7054 A      6464 A   
 120.00 MeV   8.824E+01  5.880E-01   25.69 um     7277 A      6536 A   
 130.00 MeV   9.014E+01  5.513E-01   26.89 um     7484 A      6602 A   
 140.00 MeV   9.179E+01  5.192E-01   28.06 um     7676 A      6663 A   
 150.00 MeV   9.325E+01  4.909E-01   29.22 um     7858 A      6720 A   
 160.00 MeV   9.452E+01  4.658E-01   30.36 um     8030 A      6773 A   
 170.00 MeV   9.565E+01  4.433E-01   31.48 um     8195 A      6823 A   
 180.00 MeV   9.664E+01  4.230E-01   32.60 um     8352 A      6871 A   
 200.00 MeV   9.829E+01  3.880E-01   34.79 um     8924 A      6959 A   
 225.00 MeV   9.985E+01  3.520E-01   37.50 um     9722 A      7060 A   
 250.00 MeV   1.010E+02  3.226E-01   40.16 um     1.04 um     7153 A   
 275.00 MeV   1.018E+02  2.981E-01   42.81 um     1.11 um     7239 A   
 300.00 MeV   1.033E+02  2.772E-01   45.42 um     1.17 um     7320 A   
 325.00 MeV   1.052E+02  2.593E-01   47.99 um     1.23 um     7395 A   
 350.00 MeV   1.061E+02  2.437E-01   50.53 um     1.28 um     7467 A   
 375.00 MeV   1.062E+02  2.299E-01   53.06 um     1.33 um     7535 A   
 400.00 MeV   1.062E+02  2.178E-01   55.58 um     1.38 um     7601 A   
 450.00 MeV   1.061E+02  1.972E-01   60.64 um     1.55 um     7726 A   
 500.00 MeV   1.058E+02  1.804E-01   65.70 um     1.71 um     7845 A   
 550.00 MeV   1.054E+02  1.663E-01   70.78 um     1.86 um     7960 A   
 600.00 MeV   1.050E+02  1.545E-01   75.89 um     1.99 um     8070 A   
 650.00 MeV   1.044E+02  1.443E-01   81.02 um     2.12 um     8177 A   
 700.00 MeV   1.037E+02  1.354E-01   86.18 um     2.24 um     8282 A   
 800.00 MeV   1.022E+02  1.208E-01   96.61 um     2.69 um     8487 A   
 900.00 MeV   1.006E+02  1.091E-01  107.20 um     3.08 um     8687 A   
   1.00 GeV   9.881E+01  9.967E-02  117.97 um     3.43 um     8884 A   
   1.10 GeV   9.696E+01  9.179E-02  128.95 um     3.77 um     9081 A   
   1.20 GeV   9.505E+01  8.514E-02  140.14 um     4.09 um     9277 A   
   1.30 GeV   9.311E+01  7.943E-02  151.56 um     4.40 um     9474 A   
   1.40 GeV   9.117E+01  7.448E-02  163.22 um     4.70 um     9673 A   
   1.50 GeV   8.924E+01  7.014E-02  175.14 um     4.99 um     9874 A   
   1.60 GeV   8.732E+01  6.631E-02  187.31 um     5.28 um     1.01 um  
   1.70 GeV   8.544E+01  6.290E-02  199.75 um     5.57 um     1.03 um  
   1.80 GeV   8.359E+01  5.983E-02  212.47 um     5.85 um     1.05 um  
   2.00 GeV   8.004E+01  5.457E-02  238.75 um     6.93 um     1.09 um  
   2.25 GeV   7.587E+01  4.922E-02  273.24 um     8.48 um     1.15 um  
   2.50 GeV   7.205E+01  4.487E-02  309.59 um     9.91 um     1.21 um  
   2.75 GeV   6.856E+01  4.127E-02  347.82 um    11.30 um     1.27 um  
   3.00 GeV   6.539E+01  3.822E-02  387.96 um    12.64 um     1.34 um  
   3.25 GeV   6.253E+01  3.562E-02  429.99 um    13.97 um     1.41 um  
   3.50 GeV   5.995E+01  3.336E-02  473.88 um    15.29 um     1.48 um  
   3.75 GeV   5.762E+01  3.139E-02  519.61 um    16.60 um     1.56 um  
   4.00 GeV   5.552E+01  2.965E-02  567.13 um    17.91 um     1.64 um  
   4.50 GeV   5.185E+01  2.671E-02  667.32 um    22.84 um     1.81 um  
   5.00 GeV   4.861E+01  2.433E-02  774.41 um    27.41 um     1.99 um  
   5.50 GeV   4.579E+01  2.235E-02  888.36 um    31.80 um     2.18 um  
   6.00 GeV   4.332E+01  2.068E-02    1.01 mm    36.09 um     2.39 um  
   6.50 GeV   4.114E+01  1.926E-02    1.14 mm    40.34 um     2.60 um  
   7.00 GeV   3.920E+01  1.803E-02    1.27 mm    44.56 um     2.83 um  
   8.00 GeV   3.589E+01  1.600E-02    1.56 mm    60.26 um     3.31 um  
   9.00 GeV   3.318E+01  1.440E-02    1.87 mm    74.67 um     3.84 um  
  10.00 GeV   3.091E+01  1.310E-02    2.20 mm    88.50 um     4.40 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  9.2997E+00                 eV / Angstrom 
  9.2997E+01                keV / micron   
  9.2997E+01                MeV / mm       
  1.0000E+00                keV / (ug/cm2) 
  1.0000E+00                MeV / (mg/cm2) 
  1.0000E+03                keV / (mg/cm2) 
  7.7634E+00                 eV / (1E15 atoms/cm2)
  2.5185E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
