 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> November 05, 2024 
 ==================================================================

 Disk File Name = SRIM Outputs\144Nd_CD2.txt

 Ion = Neodymium [60] , Mass = 144 amu

 Target Density =  9.3000E-01 g/cm3 = 1.1979E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    066.67    014.37   
      C      6    033.33    085.63   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / (mg/cm2) 
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
   9.00 MeV   1.965E+01  4.162E+00    4.75 um     2544 A      2679 A   
  10.00 MeV   2.094E+01  3.892E+00    5.19 um     2700 A      2855 A   
  11.00 MeV   2.218E+01  3.659E+00    5.61 um     2837 A      3015 A   
  12.00 MeV   2.338E+01  3.455E+00    6.02 um     2959 A      3162 A   
  13.00 MeV   2.455E+01  3.276E+00    6.41 um     3068 A      3297 A   
  14.00 MeV   2.570E+01  3.117E+00    6.79 um     3167 A      3422 A   
  15.00 MeV   2.684E+01  2.975E+00    7.16 um     3256 A      3538 A   
  16.00 MeV   2.798E+01  2.846E+00    7.51 um     3338 A      3646 A   
  17.00 MeV   2.911E+01  2.730E+00    7.85 um     3412 A      3746 A   
  18.00 MeV   3.025E+01  2.624E+00    8.18 um     3481 A      3840 A   
  20.00 MeV   3.251E+01  2.437E+00    8.81 um     3657 A      4010 A   
  22.50 MeV   3.535E+01  2.242E+00    9.55 um     3869 A      4194 A   
  25.00 MeV   3.817E+01  2.078E+00   10.24 um     4043 A      4353 A   
  27.50 MeV   4.097E+01  1.940E+00   10.89 um     4190 A      4491 A   
  30.00 MeV   4.374E+01  1.820E+00   11.49 um     4316 A      4613 A   
  32.50 MeV   4.645E+01  1.716E+00   12.07 um     4424 A      4720 A   
  35.00 MeV   4.910E+01  1.624E+00   12.61 um     4519 A      4817 A   
  37.50 MeV   5.168E+01  1.543E+00   13.12 um     4603 A      4903 A   
  40.00 MeV   5.420E+01  1.470E+00   13.62 um     4678 A      4981 A   
  45.00 MeV   5.899E+01  1.345E+00   14.54 um     4895 A      5117 A   
  50.00 MeV   6.347E+01  1.241E+00   15.40 um     5073 A      5232 A   
  55.00 MeV   6.763E+01  1.154E+00   16.21 um     5224 A      5330 A   
  60.00 MeV   7.147E+01  1.079E+00   16.97 um     5354 A      5416 A   
  65.00 MeV   7.502E+01  1.014E+00   17.69 um     5469 A      5492 A   
  70.00 MeV   7.828E+01  9.573E-01   18.38 um     5572 A      5560 A   
  80.00 MeV   8.402E+01  8.621E-01   19.69 um     5897 A      5677 A   
  90.00 MeV   8.881E+01  7.856E-01   20.92 um     6169 A      5776 A   
 100.00 MeV   9.280E+01  7.225E-01   22.10 um     6405 A      5861 A   
 110.00 MeV   9.611E+01  6.696E-01   23.23 um     6615 A      5936 A   
 120.00 MeV   9.887E+01  6.245E-01   24.32 um     6806 A      6003 A   
 130.00 MeV   1.012E+02  5.855E-01   25.39 um     6982 A      6064 A   
 140.00 MeV   1.031E+02  5.515E-01   26.43 um     7147 A      6120 A   
 150.00 MeV   1.047E+02  5.215E-01   27.46 um     7303 A      6172 A   
 160.00 MeV   1.060E+02  4.948E-01   28.48 um     7451 A      6220 A   
 170.00 MeV   1.071E+02  4.710E-01   29.48 um     7592 A      6266 A   
 180.00 MeV   1.080E+02  4.495E-01   30.48 um     7728 A      6309 A   
 200.00 MeV   1.093E+02  4.123E-01   32.45 um     8228 A      6389 A   
 225.00 MeV   1.104E+02  3.742E-01   34.89 um     8933 A      6481 A   
 250.00 MeV   1.110E+02  3.430E-01   37.31 um     9577 A      6565 A   
 275.00 MeV   1.113E+02  3.169E-01   39.72 um     1.02 um     6643 A   
 300.00 MeV   1.123E+02  2.947E-01   42.12 um     1.07 um     6717 A   
 325.00 MeV   1.138E+02  2.757E-01   44.49 um     1.13 um     6787 A   
 350.00 MeV   1.143E+02  2.591E-01   46.84 um     1.17 um     6852 A   
 375.00 MeV   1.140E+02  2.445E-01   49.19 um     1.22 um     6915 A   
 400.00 MeV   1.136E+02  2.316E-01   51.55 um     1.27 um     6977 A   
 450.00 MeV   1.129E+02  2.097E-01   56.29 um     1.43 um     7094 A   
 500.00 MeV   1.121E+02  1.919E-01   61.05 um     1.59 um     7206 A   
 550.00 MeV   1.114E+02  1.770E-01   65.86 um     1.73 um     7314 A   
 600.00 MeV   1.106E+02  1.643E-01   70.69 um     1.86 um     7419 A   
 650.00 MeV   1.098E+02  1.535E-01   75.56 um     1.98 um     7521 A   
 700.00 MeV   1.090E+02  1.441E-01   80.47 um     2.10 um     7622 A   
 800.00 MeV   1.073E+02  1.285E-01   90.40 um     2.53 um     7818 A   
 900.00 MeV   1.056E+02  1.162E-01  100.49 um     2.90 um     8011 A   
   1.00 GeV   1.038E+02  1.061E-01  110.75 um     3.25 um     8202 A   
   1.10 GeV   1.019E+02  9.771E-02  121.20 um     3.57 um     8392 A   
   1.20 GeV   1.001E+02  9.063E-02  131.84 um     3.87 um     8582 A   
   1.30 GeV   9.816E+01  8.456E-02  142.68 um     4.17 um     8772 A   
   1.40 GeV   9.625E+01  7.930E-02  153.73 um     4.45 um     8964 A   
   1.50 GeV   9.435E+01  7.468E-02  165.01 um     4.73 um     9158 A   
   1.60 GeV   9.246E+01  7.060E-02  176.52 um     5.00 um     9354 A   
   1.70 GeV   9.059E+01  6.697E-02  188.26 um     5.27 um     9553 A   
   1.80 GeV   8.876E+01  6.372E-02  200.24 um     5.54 um     9756 A   
